Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MZU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MZU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MZU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MZU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MZU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MZU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MZU_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
124,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
128,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
141,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
147,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
157,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
158,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
159,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
161,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
162,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
163,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
165,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
168,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,NULL
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
211,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
212,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
213,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
214,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
215,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
216,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
217,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
218,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
219,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
220,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
221,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
222,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
223,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
224,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
225,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
226,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
227,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
228,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
229,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
230,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
231,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
232,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
233,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
234,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
235,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
236,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
237,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Built-up
238,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
239,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
240,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
247,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
248,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
260,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
269,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
