Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPK_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Wetland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Cropland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Cropland
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Water
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
222,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
223,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Water
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Cropland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Wetland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
288,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
289,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
290,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
291,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
292,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
293,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
294,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
295,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
296,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
297,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
298,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
299,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
300,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
301,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
302,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
303,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
304,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
305,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
306,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
307,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
308,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
309,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
310,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
311,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
312,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
313,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
314,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
315,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
316,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
317,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
318,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
319,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
320,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
321,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
322,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
323,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
324,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
325,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
