Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPH_M_R
29,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
35,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
36,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
42,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
43,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
44,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
45,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
46,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
49,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
51,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
52,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
54,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
55,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
56,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
58,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
59,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
61,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
64,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
65,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
66,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
67,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
68,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
69,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
70,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
71,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
72,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
73,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
74,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
75,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
76,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
77,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
78,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
82,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
83,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
84,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
85,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
86,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
87,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
88,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
89,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
90,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
92,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
93,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
94,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
95,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
96,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
97,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
98,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
99,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
100,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
101,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
102,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
103,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
104,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
105,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
106,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
107,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
108,NULL,NULL,Water,Water,Water,NULL,NULL,Water
109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
117,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
118,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
120,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
121,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
122,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
123,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
124,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
125,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
126,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
127,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
128,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
129,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
130,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
131,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
132,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
133,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
134,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
135,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
137,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
138,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
139,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
140,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
141,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
142,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
143,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
144,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
145,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
146,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
147,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
148,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
149,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
150,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
151,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
152,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
153,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
154,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
155,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
156,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
157,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
158,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
159,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
160,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
161,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
162,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
163,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
164,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
165,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
166,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
167,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
168,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
169,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
170,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
171,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
172,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
173,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
174,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
175,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
176,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
178,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
179,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
181,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
182,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
183,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
185,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
186,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
187,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
188,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
189,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
190,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
191,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Water
192,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
193,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
194,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
196,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
197,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
198,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
199,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
200,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
201,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
202,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
203,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
204,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
205,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
206,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
207,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
208,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
209,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
211,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
212,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
213,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
214,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
215,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
216,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
217,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
218,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
219,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
220,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
221,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
222,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
223,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
224,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
225,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
226,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
227,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
228,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
229,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
230,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
231,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
232,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
233,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
234,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
235,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
236,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
237,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
238,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
239,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
240,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
241,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
242,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
243,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
244,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
245,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
247,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
249,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
250,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
251,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
252,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
253,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
254,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
256,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
257,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
258,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
259,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
260,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
261,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
262,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
263,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
264,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
265,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
266,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
267,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
268,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
269,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
270,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
271,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
272,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
273,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
274,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
275,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
276,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
277,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
278,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
279,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
280,NULL,Water,Water,NULL,Water,NULL,NULL,NULL
281,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
282,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
283,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
284,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
285,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
286,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
287,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
288,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
289,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
290,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
291,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
292,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
293,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
294,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
295,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
296,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
298,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
299,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
300,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
301,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
302,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
303,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
304,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
305,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
306,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
307,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
308,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
309,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
310,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
311,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
312,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
313,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
314,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
315,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
316,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
317,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
318,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
319,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
320,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
321,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
322,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
323,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
324,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
325,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
326,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
327,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
328,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
329,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
330,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
331,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
332,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
333,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
334,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
335,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
336,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
337,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
338,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
340,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
