Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHR_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
99,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
104,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
106,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
116,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
173,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
188,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
189,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
190,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
191,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
192,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
193,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
194,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
195,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
196,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
197,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
198,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
