Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGU_M_R
29,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
31,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
32,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
33,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
34,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
38,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
39,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
42,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
43,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
44,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
45,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
48,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
51,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
52,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
53,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
55,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
56,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
57,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
58,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
59,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
60,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
61,NULL,NULL,Water,Water,Water,NULL,NULL,Water
62,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
63,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
64,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
65,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
66,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
68,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
69,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
70,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
71,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
72,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
73,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
74,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
75,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
76,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
77,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
80,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
82,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
83,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
85,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
86,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
87,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
88,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
89,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
90,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
91,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
92,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
93,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
94,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
95,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
96,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
98,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
99,NULL,Bareland,Water,Water,Water,NULL,NULL,Wetland
100,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
101,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
102,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
103,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
104,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
105,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
106,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
109,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
110,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
111,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
112,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
114,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
115,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
116,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
117,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
118,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
120,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
121,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
122,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
123,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
124,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
125,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
126,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
127,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
128,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
129,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
130,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
131,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
132,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
133,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
135,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
136,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
137,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
138,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
139,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
140,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Water,Water,Water,Water,NULL,NULL,Wetland
142,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
143,NULL,Water,Water,Water,Water,NULL,NULL,Water
144,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
146,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
147,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
148,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
149,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
150,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
151,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
152,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
153,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
154,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
155,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
156,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
157,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
158,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
159,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
160,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
161,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
162,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
163,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
164,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
165,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
166,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
167,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
168,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
169,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
170,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
171,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
172,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
174,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
175,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
176,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
177,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
178,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
179,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
180,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
181,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
182,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
183,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
184,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
185,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
186,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
187,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
188,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
189,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
190,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
191,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
192,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
193,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
194,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
195,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
196,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
197,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
198,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
199,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
200,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
201,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
202,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
203,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
204,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
205,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
206,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
207,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
208,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
209,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
210,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
211,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
212,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
213,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
214,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
215,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
216,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
217,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
218,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
219,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
220,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
221,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
222,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
223,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
224,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
225,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
226,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
227,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
228,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
229,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
230,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
231,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
232,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
233,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
234,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
235,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
236,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
237,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
238,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
239,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
240,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
241,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
242,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
243,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
244,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
245,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
246,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
247,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
248,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
249,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
250,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
251,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
252,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
253,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
254,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
255,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
256,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
257,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
258,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
259,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
260,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
261,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
262,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
263,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
264,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
265,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
266,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
267,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
268,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
269,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
270,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
271,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
272,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
273,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
274,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
275,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
276,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
277,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
278,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
279,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
280,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
281,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
282,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
283,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
284,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
285,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
286,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
287,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
288,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
289,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
290,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
291,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
292,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
293,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
294,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
295,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
296,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
297,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
298,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
299,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
300,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
301,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
302,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
303,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
304,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
305,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
306,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
307,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
308,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
309,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
310,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
311,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
312,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
313,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
314,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
315,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
316,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
317,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
318,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
319,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
320,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
321,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
322,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
323,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
324,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
325,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
326,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
