Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPM_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
30,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
31,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
37,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
45,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
62,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
64,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
65,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
66,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
68,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
69,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
71,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
72,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
73,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
74,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
77,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
78,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
79,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
80,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
83,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
84,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
85,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
86,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
89,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
90,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
92,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
93,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
94,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
97,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
99,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
100,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
101,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
102,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
103,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
104,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
106,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
107,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
109,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
110,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
111,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
112,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
113,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
114,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
115,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
116,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
117,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
118,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
119,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
120,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
121,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
122,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
123,NULL,NULL,Water,Water,Water,NULL,NULL,Water
124,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
125,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
126,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
127,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
128,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
129,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
130,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
131,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
132,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
133,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
134,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
135,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
136,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
137,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
138,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
139,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
140,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
141,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
142,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
144,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
145,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
146,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
147,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
148,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
149,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
150,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
151,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
152,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
153,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
155,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
156,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
157,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
158,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
159,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
160,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
161,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
162,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
163,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
164,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
165,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
166,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
167,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
168,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
169,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
170,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
171,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
172,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
173,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
174,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
175,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
176,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
177,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
179,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
180,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
181,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
182,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
183,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
184,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
185,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
186,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
188,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
189,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
190,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
191,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
192,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
194,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
195,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
196,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
197,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
199,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
200,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
201,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
202,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
203,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
204,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
205,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
206,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
207,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
208,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
209,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
210,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
211,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
212,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
214,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
215,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
216,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
217,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
218,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
219,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
220,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
221,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
222,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
223,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
224,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
225,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
226,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
227,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
229,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
230,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
231,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
232,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
233,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
234,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
235,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
236,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
237,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
238,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
239,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
240,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
241,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
242,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
243,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
244,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
245,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
246,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
247,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
248,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
249,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
250,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
251,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
252,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
254,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
255,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
256,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
257,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
258,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
259,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
260,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
261,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
262,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
263,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
264,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
265,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
266,NULL,Wetland,Water,NULL,Water,NULL,NULL,Wetland
267,NULL,Wetland,Water,NULL,Water,NULL,NULL,Bareland
268,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
269,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
270,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
271,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
272,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
273,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
274,NULL,Wetland,Water,Water,Water,NULL,NULL,Bareland
275,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
276,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
277,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
278,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
279,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
280,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
281,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
282,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
283,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
284,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
285,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
286,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
287,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
288,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
289,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
290,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
291,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
292,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
293,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
294,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
295,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
296,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
297,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
298,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
299,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
300,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
301,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
302,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
303,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
304,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
305,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
306,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
307,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
308,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
309,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
310,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
311,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
312,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
313,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
314,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
316,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
317,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
318,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
319,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
320,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
321,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
322,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
323,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
324,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
325,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
326,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
327,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
328,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
329,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
330,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
331,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
332,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
333,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
334,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
335,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Water
336,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
337,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
338,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
339,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
340,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
342,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
