Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNM_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
146,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
147,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
148,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
163,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
164,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
165,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
166,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
187,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
188,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
189,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
190,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
191,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
192,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
193,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
194,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
199,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
