Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWS_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Water
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
79,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
82,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
122,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
184,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
186,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
187,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
188,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
189,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
190,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
191,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Cropland
192,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
193,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
194,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
195,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
196,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Built-up
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Water
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Cropland
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
225,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
226,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Water
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
242,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
243,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Water
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Water
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Water
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,NULL
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Wetland
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Water
324,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
325,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
326,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
327,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
328,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
