Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXN_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
121,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
123,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
175,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
176,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
177,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
179,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
180,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
181,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
182,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
183,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
184,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
185,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
187,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
188,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
189,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
191,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
192,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
193,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
194,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
195,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
196,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Cropland
197,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Water
203,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
204,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
205,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
206,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Built-up
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
225,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
229,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
230,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
231,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Wetland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
247,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
248,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,NULL
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,NULL
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
302,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
303,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
304,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
305,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
306,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
307,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
308,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
309,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
310,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
311,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
312,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Wetland
313,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
314,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
315,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
316,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
317,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Wetland
318,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
319,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
320,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
321,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
322,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
323,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
324,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
325,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
326,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
327,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
328,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
329,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
