Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWP_M_R
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
34,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
35,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
36,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
38,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
39,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
41,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
42,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
45,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
46,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
48,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
49,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
50,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
51,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
52,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
53,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
54,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
55,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
56,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
57,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
58,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
61,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
62,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
63,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
64,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
65,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
66,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
70,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
71,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
72,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
73,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
74,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
75,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
76,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
77,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
78,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
79,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
80,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
82,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
83,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
84,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
85,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
86,NULL,NULL,Water,Water,Water,NULL,NULL,Water
87,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
88,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
89,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
90,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
91,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
92,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
93,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
94,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
96,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
97,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
98,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
99,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
100,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
101,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
102,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
103,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
104,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
105,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
106,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
107,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
108,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
109,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
110,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
111,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
112,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
114,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
115,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
116,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
117,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
118,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
120,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
121,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
122,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
123,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
124,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
125,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
126,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
127,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
128,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
129,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
130,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
131,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
132,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
133,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
134,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
135,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
136,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
137,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
138,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
139,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
140,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
141,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
142,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
143,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
144,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
145,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
146,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
148,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
149,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
150,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
151,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
152,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
153,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
154,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
155,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
156,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
157,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
158,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
159,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
160,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
161,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
162,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
163,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
164,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
165,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
166,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
167,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
168,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
169,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
170,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
171,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
172,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
173,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
174,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
175,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
176,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
177,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
178,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
179,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
180,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
181,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
183,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
184,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
185,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
186,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
187,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
188,NULL,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
189,NULL,Bareland,Water,NULL,Water,NULL,NULL,Water
190,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
191,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
192,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
193,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
194,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
196,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
197,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
199,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
200,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
201,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
202,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
203,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
204,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
205,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
206,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
207,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
208,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
209,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
211,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
212,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
213,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
214,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
215,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
216,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
217,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
218,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
219,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
220,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
221,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
222,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
223,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
224,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
225,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
226,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
227,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
228,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
229,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
230,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
231,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
232,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
233,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
234,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
235,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
236,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
237,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
238,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
239,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
240,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
241,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
242,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
243,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
244,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
245,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
246,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
247,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
248,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
249,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
250,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
251,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
252,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
253,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
254,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
255,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
256,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
257,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
258,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
259,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
260,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
261,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
262,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
263,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
264,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
265,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
266,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
267,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
268,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
269,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
270,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
271,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
272,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
273,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
274,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
275,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
276,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
277,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
278,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
279,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
280,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
281,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
282,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
283,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
284,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
285,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
286,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
287,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
288,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
289,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
290,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
291,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
292,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
293,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
294,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
295,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
296,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Water
297,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
298,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
299,NULL,Built-up,Water,Water,Water,NULL,NULL,Bareland
300,NULL,Built-up,Water,Water,Water,NULL,NULL,Built-up
301,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
302,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
303,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
305,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
306,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
307,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
308,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
309,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
310,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
311,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
312,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
313,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
314,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
315,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
316,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
317,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
318,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
319,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
320,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
321,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
322,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
323,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
324,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
325,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
326,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
327,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
328,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
329,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
330,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
331,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
332,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
333,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
335,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
336,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
