Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBK_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
99,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
113,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
117,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
150,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
151,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
152,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
153,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
154,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
157,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
159,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
167,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
192,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
193,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
194,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
195,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
196,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
197,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
198,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
199,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Water
200,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
201,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
202,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
203,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
204,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
205,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
206,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
207,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
247,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
248,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
