Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWS_M_R
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
55,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
56,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
57,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
58,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
59,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
60,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
61,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
62,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
63,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
64,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
65,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
66,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
67,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Bareland,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
140,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
141,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
142,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
143,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
144,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
145,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
146,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
147,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
148,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
149,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
150,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
151,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
152,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
153,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
154,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
155,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
156,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
157,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
158,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
159,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
160,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
161,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
162,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
163,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
164,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
165,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
166,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
167,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
168,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Bareland,Grassland
169,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
170,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
171,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
172,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
173,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
174,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
175,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
176,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
177,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
178,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
179,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
180,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
181,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
182,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
183,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
184,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
190,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
191,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
192,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
194,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
195,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
196,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
197,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
198,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
199,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
200,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
205,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
206,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
207,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
208,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
209,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
210,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
212,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
213,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
214,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
217,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
218,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Bareland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
222,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
223,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
226,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
228,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
229,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
230,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
231,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
232,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
233,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
234,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
235,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
236,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
237,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
238,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
239,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
240,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
241,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
242,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
243,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
244,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
245,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
246,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
247,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
248,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
249,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
250,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
251,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
252,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
253,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
254,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
255,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
256,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
257,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
258,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
259,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
260,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
261,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
262,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
263,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
264,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
265,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
266,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
267,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
268,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
269,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
270,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
271,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
272,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
273,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
274,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
275,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
276,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
277,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
278,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
279,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
280,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
281,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
282,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
283,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
284,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
285,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
286,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
287,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
288,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
289,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
290,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
291,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
292,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
293,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
294,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
295,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
296,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
297,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
298,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
299,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
300,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
301,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
302,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
303,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
304,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
305,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
306,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
307,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
308,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
309,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
310,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
311,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
312,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
313,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
314,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
315,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
316,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
317,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
318,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
319,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
320,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
321,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
322,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
323,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
324,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
325,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
326,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
327,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
328,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
329,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
330,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
