Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMB_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
33,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
34,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
38,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
39,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
47,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
51,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
52,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
54,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
56,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
57,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
64,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
65,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
66,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
72,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
73,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
74,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
76,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
77,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
78,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
81,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
82,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
83,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
84,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
87,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
88,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
89,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
93,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
94,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
95,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
96,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
97,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
98,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
99,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
100,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
101,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
102,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
103,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
104,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
105,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
106,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
107,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
108,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
109,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
110,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
111,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
113,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
114,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
115,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
116,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
117,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
118,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
119,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
121,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
122,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
123,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
124,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
125,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
127,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
128,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
129,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
130,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
131,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
132,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
133,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
134,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
135,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
136,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
137,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
138,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
139,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
140,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
141,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
142,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
143,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
144,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
145,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
146,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
147,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
148,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
149,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
150,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
151,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
152,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
153,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
154,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
155,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
156,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
157,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
158,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
159,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
160,NULL,NULL,Water,Water,Water,NULL,NULL,Water
161,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
162,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
163,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
164,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
165,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
166,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
168,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
169,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
170,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
171,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
172,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
173,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
174,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
175,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
176,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
177,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
178,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
179,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
180,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
181,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
182,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
183,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
184,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
185,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
186,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
187,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
188,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
189,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
190,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
191,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
192,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
193,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
194,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
195,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
196,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
197,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
199,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
200,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
201,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
202,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
203,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
204,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
205,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
206,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
207,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
208,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
209,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
210,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
211,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
212,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
213,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
214,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
215,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
216,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
217,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
218,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
219,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
220,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
221,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
222,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
223,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
224,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
225,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
226,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
227,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
228,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
229,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
230,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
231,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
232,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
233,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
234,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
235,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
236,NULL,Cropland,Water,Water,Water,NULL,NULL,NULL
237,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
238,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
239,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
240,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
241,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
242,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
243,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
244,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
245,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
246,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
247,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
248,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
249,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
250,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
251,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
252,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
253,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
254,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
256,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
257,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
258,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
259,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
260,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
261,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
262,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
263,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
264,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
265,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
266,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
267,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
268,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
269,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
270,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
271,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,NULL
272,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
273,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
274,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
275,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
276,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
277,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
278,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
279,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
280,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
281,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
282,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
283,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
284,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
285,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
286,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
287,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
288,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
289,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
290,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
291,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
292,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
293,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
294,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
295,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
296,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
297,NULL,Bareland,Water,NULL,Water,NULL,NULL,Bareland
298,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
299,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,NULL
300,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
301,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
302,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
303,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
304,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
305,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
306,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
307,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
308,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
309,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
310,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
311,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
312,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
313,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
314,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
315,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
316,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
317,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
318,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
319,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
320,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
321,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
322,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
323,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
324,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
325,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
326,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
327,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
328,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
329,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
330,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
331,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
332,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
333,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
334,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
335,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
336,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
337,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
