Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NYA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NYA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NYA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NYA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NYA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NYA_M_R
1668,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1669,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1670,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1671,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1672,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1673,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1674,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1675,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1676,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1677,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1678,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Forest
1679,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1680,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1681,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1682,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1683,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Water
1684,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1685,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1686,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
1687,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1688,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1689,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1690,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1691,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1692,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1693,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1694,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
