Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQG_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
40,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
172,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
176,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
177,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
178,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
179,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
180,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
181,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
182,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
183,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
184,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
185,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
189,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
192,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
197,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
198,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Water
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
236,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
237,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
238,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
239,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
240,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
241,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
242,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
243,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
244,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Bareland
245,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
246,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
247,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
248,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
249,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
250,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
251,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
252,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
253,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
254,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
255,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
256,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
257,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
258,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
259,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,NULL
260,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
261,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
262,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
263,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
264,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
265,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Wetland
266,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
267,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
268,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
269,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
270,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
271,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
272,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,NULL
273,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
274,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
275,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
276,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
284,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
