Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYV_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Wetland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
106,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
107,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
108,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
109,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
154,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
157,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
160,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
161,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
162,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
163,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
164,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Bareland
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
174,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
175,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
176,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
177,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
179,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
181,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
182,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
185,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
186,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,NULL
187,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
190,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
191,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Water
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,NULL
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Bareland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Forest
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Bareland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
250,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
251,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
252,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
253,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
254,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
255,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
256,NULL,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Bareland
257,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
258,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
259,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
260,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
261,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
262,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
263,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Bareland
264,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
265,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
266,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Wetland
267,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
268,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Bareland
269,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
270,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
271,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Bareland
272,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,NULL
273,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
274,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
275,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
276,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
277,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Built-up
278,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
279,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
280,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
281,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
282,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
283,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
284,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
285,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
286,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
287,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
288,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
289,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
290,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
291,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
292,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
293,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,NULL
294,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Cropland
295,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
296,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Cropland
297,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
298,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
299,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
