Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHH_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Water
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
130,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
131,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
134,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
141,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
143,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
147,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
148,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
151,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
152,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
153,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
182,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
183,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
184,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
185,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
186,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
187,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
188,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
189,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
190,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
191,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
193,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
194,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
195,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
196,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
199,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
200,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
201,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
202,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
203,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
204,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
205,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
206,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
207,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
210,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
211,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
212,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
213,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
214,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
215,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
216,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
217,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
218,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
219,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
220,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
221,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
222,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
223,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
224,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
225,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
226,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
227,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
228,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
229,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
230,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
231,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
232,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
233,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
234,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
235,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
236,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
237,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
238,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
239,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
240,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
241,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
242,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
243,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
244,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
245,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
246,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
247,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
248,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
249,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
250,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
251,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
252,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
253,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
254,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
255,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
256,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
257,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
258,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
259,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
260,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
261,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
262,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
263,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
264,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
265,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
266,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
269,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
271,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
274,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
275,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Cropland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
317,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
318,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
319,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
320,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
321,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
322,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
323,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
324,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
325,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
326,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
327,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
328,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
329,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
330,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
