Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLF_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
40,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
48,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
54,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
59,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
60,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
61,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
66,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
67,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
68,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
69,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
72,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
73,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
74,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
77,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
78,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
79,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
80,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
81,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
82,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
83,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
84,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
85,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
86,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
87,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
88,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
89,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
90,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
91,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
92,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
93,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
94,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
95,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
96,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
97,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
99,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
101,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
102,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
103,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
104,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
105,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
106,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
109,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
110,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
111,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
112,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
113,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
114,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
115,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
117,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
118,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
119,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
120,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
121,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
122,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
123,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
124,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
125,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
126,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
127,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
128,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
129,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
130,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
131,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
132,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
133,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
134,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
135,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
136,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
137,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
138,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
139,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
140,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
141,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
142,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
143,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
144,NULL,NULL,Water,NULL,Water,NULL,NULL,Built-up
145,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
146,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
147,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
148,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
149,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
150,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
151,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
152,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
153,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
154,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
155,NULL,NULL,Water,Water,Water,NULL,NULL,Water
156,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
157,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
158,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
160,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
161,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
162,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
163,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
164,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
165,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
166,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
167,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
168,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
169,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
170,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
171,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
172,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
173,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
174,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
175,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
176,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
177,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
178,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
179,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
180,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
181,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
182,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
183,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
184,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
185,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
186,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
187,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
188,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
190,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
191,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
192,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
193,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
194,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
195,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
196,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
197,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
198,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
199,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
200,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
201,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
202,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
203,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
204,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
205,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
206,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
207,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
208,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
209,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
210,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
211,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
212,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
213,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
214,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
215,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
216,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
217,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
218,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
219,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
220,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
221,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
222,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
223,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
224,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
225,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
226,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
227,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
228,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
229,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
230,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
231,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
232,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
233,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
234,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
235,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
236,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
237,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
238,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
239,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
240,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
241,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
242,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
243,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
244,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
245,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
246,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
247,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
249,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
250,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
251,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
252,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
253,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
254,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
255,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
256,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
257,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
258,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
259,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
260,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
261,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
262,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
263,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
264,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
265,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
266,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
267,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
268,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
269,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
270,NULL,Cropland,Water,Water,Water,NULL,NULL,Forest
271,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
272,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
273,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
274,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
275,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
276,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
277,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
278,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
279,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
280,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
281,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
282,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
283,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
284,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
285,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
286,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
287,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
288,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
289,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
290,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
291,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
292,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
293,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
294,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
295,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
296,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
297,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
298,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
299,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
300,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
301,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
302,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
303,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
304,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
305,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
306,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
307,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
308,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
309,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
310,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
311,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
312,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
313,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
314,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
315,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
316,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
317,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
318,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
319,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
320,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
321,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
322,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
323,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
324,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
325,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
326,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
327,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
328,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
329,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
330,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
331,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
332,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
333,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
335,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
336,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
