Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLF_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
107,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
121,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
123,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
152,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
168,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
170,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
171,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
173,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
176,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
177,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
179,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
180,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
181,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
182,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
184,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
185,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
187,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
189,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
190,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
192,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
193,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
194,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
195,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
197,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
198,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
219,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
220,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
221,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
222,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
223,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
224,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
225,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
226,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
227,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
228,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
229,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
230,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
231,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
232,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
233,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
240,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
246,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
247,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
255,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
256,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
257,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
259,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
262,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
263,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
268,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
