Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNU_M_R
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
40,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
42,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
45,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
46,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
47,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
54,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
55,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
56,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
57,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
58,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
59,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
60,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
61,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
62,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
63,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
65,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
66,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
67,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
68,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
69,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
70,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
72,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
73,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
74,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
75,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
76,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
77,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
78,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
79,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
80,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
81,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
82,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
83,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
84,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
85,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
86,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
87,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
88,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
89,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
90,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
91,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
92,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
93,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
94,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
95,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
96,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
97,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
98,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
99,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
100,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
101,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
102,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
103,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
104,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
105,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
106,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
109,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
110,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
111,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,NULL
112,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
113,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
114,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
115,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
116,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
117,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
118,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
119,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
120,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
121,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
122,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
123,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
124,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
125,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
126,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
127,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
128,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
129,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
130,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
131,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
132,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
133,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
134,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
135,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
136,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
137,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
138,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
139,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
140,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
141,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
142,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
143,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
144,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
145,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
146,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
147,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
148,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
149,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
150,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
151,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
152,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
153,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
155,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
156,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
157,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
158,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
159,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
160,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
161,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
162,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
163,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
164,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
165,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
166,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
167,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
168,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
169,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
170,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
171,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
172,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
173,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
174,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
175,NULL,NULL,Water,Water,Water,NULL,NULL,Water
176,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
177,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
178,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
179,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
180,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
181,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
182,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
183,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
184,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
185,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
186,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
187,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
188,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
189,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
190,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
191,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
192,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
193,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
194,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
195,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
196,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
197,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
198,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
199,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
200,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
201,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
202,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
203,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
204,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
205,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
206,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
207,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
208,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
209,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
211,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
212,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
213,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
214,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
215,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
216,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
217,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
218,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
219,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
220,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
221,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
222,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
223,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
224,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
225,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
226,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
227,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
228,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
229,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
230,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
231,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
232,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
233,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
234,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
235,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
236,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
237,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
238,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
239,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
240,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
241,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
242,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
243,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
244,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
245,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
246,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
247,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
248,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
249,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
250,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
251,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
252,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
253,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
254,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
256,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
257,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
258,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
259,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
260,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
261,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
262,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
263,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
264,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
265,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
266,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
267,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
268,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
269,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
270,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
271,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
272,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
273,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
274,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
275,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
276,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
277,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
278,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
279,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
280,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
281,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
282,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
283,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
284,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
285,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
286,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
287,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
288,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
289,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
290,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
291,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
292,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
293,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
294,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
295,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
296,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
298,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
299,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
300,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
301,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
302,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
303,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
304,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
305,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
306,NULL,Wetland,Water,NULL,Water,NULL,NULL,NULL
307,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
308,NULL,Wetland,Water,Water,Water,NULL,NULL,NULL
309,NULL,Wetland,Water,Water,Water,NULL,NULL,Cropland
310,NULL,Wetland,Water,Water,Water,NULL,NULL,Bareland
311,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
312,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
313,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
314,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
315,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
316,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
317,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
318,NULL,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
319,NULL,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
320,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
321,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
322,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
323,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
324,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
325,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
326,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
327,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
328,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
329,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
330,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
331,NULL,Bareland,Water,NULL,Water,NULL,NULL,Forest
332,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
333,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
334,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
335,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
336,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
337,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
338,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
339,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
340,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
