Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNC_M_R
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
38,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
40,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
42,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
43,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
44,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
45,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
46,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
47,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
48,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
50,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
52,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
53,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
54,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
56,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
57,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
58,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
59,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
60,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
61,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
62,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
63,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
64,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
65,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
66,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
67,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
68,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
69,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
70,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
72,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
73,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
74,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
75,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
76,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
77,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
78,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
79,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
80,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
81,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
82,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
83,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
84,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
85,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
89,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
90,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
91,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
92,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
93,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
94,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
95,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
96,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
97,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
98,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
99,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
100,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
101,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
102,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
103,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
104,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
105,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
106,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
107,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
108,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
109,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
110,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
111,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
112,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
113,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
114,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
116,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
117,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
118,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
119,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
120,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
121,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
122,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
123,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
124,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
125,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
126,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
127,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
128,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
129,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
130,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
131,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
132,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
133,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
134,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
135,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
136,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
137,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
138,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
139,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
140,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
142,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
143,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
144,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
145,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
146,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
147,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
148,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
149,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
150,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
152,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
153,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
154,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
155,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
156,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
157,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
158,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
159,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
160,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
161,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
162,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
163,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
164,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
165,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
169,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
170,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
171,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
172,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
173,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
174,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
175,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
176,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
178,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
179,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
180,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
181,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
182,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
183,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
184,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
185,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
186,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
187,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
188,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
190,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
191,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
192,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
193,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
194,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
195,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
196,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
197,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
198,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
199,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
200,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
201,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
202,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
203,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
204,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
205,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
206,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
207,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
208,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
209,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
210,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
211,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
212,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
213,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
214,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
215,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
216,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
217,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
218,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
219,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
220,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
221,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
222,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
223,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
224,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
225,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
226,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
227,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
228,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
229,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
230,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
231,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
232,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
233,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
234,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
235,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
236,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
237,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
238,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
239,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
240,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
241,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
242,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
243,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
244,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
245,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
246,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
247,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
248,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
249,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
250,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
251,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
252,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
253,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
254,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
255,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
256,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
257,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
258,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
259,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
260,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
261,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
262,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
263,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
264,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
265,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
266,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
267,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
268,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
269,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
270,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
271,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
272,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
273,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
274,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
275,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
276,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
277,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
278,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
279,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
280,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
281,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
282,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
283,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
284,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
285,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
286,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
287,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
288,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
289,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
290,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
291,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
292,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
293,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
294,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
295,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
296,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
297,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
298,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
299,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
300,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
301,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
302,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
303,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
304,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
305,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
306,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
307,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
308,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
309,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
310,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
311,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
312,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
313,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
314,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
315,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
316,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
317,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
318,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
319,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
320,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
321,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
322,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
323,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
324,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
325,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
326,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
327,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
328,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
329,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
330,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
331,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
332,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
333,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
