Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVN_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL
1,NULL,NULL,NULL,NULL,Non_Wetland,Grassland
2,NULL,NULL,NULL,NULL,Non_Wetland,Cropland
3,NULL,NULL,NULL,NULL,Non_Wetland,Wetland
4,NULL,NULL,NULL,NULL,Non_Wetland,Bareland
5,NULL,NULL,NULL,NULL,Non_Wetland,Built-up
6,NULL,NULL,NULL,NULL,Non_Wetland,Water
7,NULL,NULL,NULL,NULL,Non_Wetland,Forest
8,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland
9,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland
10,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland
11,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest
12,NULL,NULL,NULL,Water,Non_Wetland,Grassland
13,NULL,NULL,NULL,Water,Non_Wetland,Wetland
14,NULL,NULL,NULL,Water,Non_Wetland,Forest
15,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL
16,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland
17,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland
18,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland
19,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland
20,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up
21,NULL,NULL,Shrubland,NULL,Non_Wetland,Water
22,NULL,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
23,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest
24,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL
25,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
26,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
27,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
28,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
29,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
30,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest
32,NULL,NULL,Shrubland,Water,Non_Wetland,NULL
33,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland
34,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland
35,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland
36,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland
37,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up
38,NULL,NULL,Shrubland,Water,Non_Wetland,Water
39,NULL,NULL,Shrubland,Water,Non_Wetland,Forest
40,NULL,NULL,Grassland,NULL,Non_Wetland,NULL
41,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland
42,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland
43,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland
44,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland
45,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up
46,NULL,NULL,Grassland,NULL,Non_Wetland,Water
47,NULL,NULL,Grassland,NULL,Non_Wetland,Forest
48,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland
49,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland
50,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland
51,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland
52,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up
53,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water
54,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest
55,NULL,NULL,Grassland,Water,Non_Wetland,Grassland
56,NULL,NULL,Grassland,Water,Non_Wetland,Wetland
57,NULL,NULL,Grassland,Water,Non_Wetland,Bareland
58,NULL,NULL,Grassland,Water,Non_Wetland,Forest
59,NULL,NULL,Cropland,NULL,Non_Wetland,NULL
60,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland
61,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland
62,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland
63,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland
64,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up
65,NULL,NULL,Cropland,NULL,Non_Wetland,Water
66,NULL,NULL,Cropland,NULL,Non_Wetland,Forest
67,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland
68,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland
69,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland
70,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water
71,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest
72,NULL,NULL,Cropland,Water,Non_Wetland,Grassland
73,NULL,NULL,Cropland,Water,Non_Wetland,Cropland
74,NULL,NULL,Cropland,Water,Non_Wetland,Bareland
75,NULL,NULL,Cropland,Water,Non_Wetland,Built-up
76,NULL,NULL,Cropland,Water,Non_Wetland,Water
77,NULL,NULL,Cropland,Water,Non_Wetland,Forest
78,NULL,NULL,Wetland,NULL,Wetland,Grassland
79,NULL,NULL,Wetland,NULL,Wetland,Cropland
80,NULL,NULL,Wetland,NULL,Wetland,Wetland
81,NULL,NULL,Wetland,NULL,Wetland,Bareland
82,NULL,NULL,Wetland,NULL,Wetland,Built-up
83,NULL,NULL,Wetland,NULL,Wetland,Water
84,NULL,NULL,Wetland,NULL,Wetland,Forest
85,NULL,NULL,Wetland,Non_Water,Wetland,Grassland
86,NULL,NULL,Wetland,Non_Water,Wetland,Wetland
87,NULL,NULL,Wetland,Non_Water,Wetland,Bareland
88,NULL,NULL,Wetland,Non_Water,Wetland,Built-up
89,NULL,NULL,Wetland,Non_Water,Wetland,Water
90,NULL,NULL,Wetland,Non_Water,Wetland,Forest
91,NULL,NULL,Wetland,Water,Wetland,Grassland
92,NULL,NULL,Wetland,Water,Wetland,Wetland
93,NULL,NULL,Wetland,Water,Wetland,Bareland
94,NULL,NULL,Wetland,Water,Wetland,Built-up
95,NULL,NULL,Wetland,Water,Wetland,Water
96,NULL,NULL,Wetland,Water,Wetland,Forest
97,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
98,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
99,NULL,NULL,Bareland,NULL,Non_Wetland,NULL
100,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland
101,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland
102,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland
103,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up
104,NULL,NULL,Bareland,NULL,Non_Wetland,Water
105,NULL,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
106,NULL,NULL,Bareland,NULL,Non_Wetland,Forest
107,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland
108,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland
109,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland
110,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up
111,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water
112,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest
113,NULL,NULL,Bareland,Water,Non_Wetland,Grassland
114,NULL,NULL,Bareland,Water,Non_Wetland,Bareland
115,NULL,NULL,Bareland,Water,Non_Wetland,Built-up
116,NULL,NULL,Bareland,Water,Non_Wetland,Water
117,NULL,NULL,Bareland,Water,Non_Wetland,Forest
118,NULL,NULL,Built-up,NULL,Non_Wetland,NULL
119,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland
120,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland
121,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland
122,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up
123,NULL,NULL,Built-up,NULL,Non_Wetland,Forest
124,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL
125,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland
126,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland
127,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water
128,NULL,NULL,Built-up,Non_Water,Non_Wetland,Forest
129,NULL,NULL,Built-up,Water,Non_Wetland,Grassland
130,NULL,NULL,Built-up,Water,Non_Wetland,Bareland
131,NULL,NULL,Built-up,Water,Non_Wetland,Built-up
132,NULL,NULL,Built-up,Water,Non_Wetland,Water
133,NULL,NULL,Water,NULL,Water,Grassland
134,NULL,NULL,Water,NULL,Water,Wetland
135,NULL,NULL,Water,NULL,Water,Bareland
136,NULL,NULL,Water,NULL,Water,Water
137,NULL,NULL,Water,NULL,Water,Permanent_ice_and_snow
138,NULL,NULL,Water,NULL,Water,Forest
139,NULL,NULL,Water,Non_Water,Water,Grassland
140,NULL,NULL,Water,Non_Water,Water,Bareland
141,NULL,NULL,Water,Non_Water,Water,Forest
142,NULL,NULL,Water,Water,Water,Grassland
143,NULL,NULL,Water,Water,Water,Wetland
144,NULL,NULL,Water,Water,Water,Bareland
145,NULL,NULL,Water,Water,Water,Water
146,NULL,NULL,Water,Water,Water,Forest
147,NULL,NULL,Forest,NULL,Non_Wetland,NULL
148,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
149,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
150,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
151,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
152,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
153,NULL,NULL,Forest,NULL,Non_Wetland,Water
154,NULL,NULL,Forest,NULL,Non_Wetland,Forest
155,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
156,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland
157,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
158,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
159,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
160,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
161,NULL,NULL,Forest,Water,Non_Wetland,Grassland
162,NULL,NULL,Forest,Water,Non_Wetland,Wetland
163,NULL,NULL,Forest,Water,Non_Wetland,Bareland
164,NULL,NULL,Forest,Water,Non_Wetland,Water
165,NULL,NULL,Forest,Water,Non_Wetland,Forest
166,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
167,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
168,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
169,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
170,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water
171,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest
172,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
173,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
174,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
175,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
176,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
177,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water
178,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
179,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
180,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water
181,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
182,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
183,NULL,Cropland,Shrubland,Water,Non_Wetland,Built-up
184,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
185,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
186,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
187,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
188,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
189,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
190,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
191,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
192,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
193,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
194,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
195,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
196,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
197,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
198,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
199,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
200,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
201,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
202,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
203,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
204,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
205,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
206,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
207,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
208,NULL,Cropland,Cropland,Water,Non_Wetland,Forest
209,NULL,Cropland,Wetland,NULL,Wetland,Grassland
210,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
211,NULL,Cropland,Wetland,Water,Wetland,Grassland
212,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
213,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
214,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
215,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
216,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
217,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
218,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
219,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
220,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest
221,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
222,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
223,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
224,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
225,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
226,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
227,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
228,NULL,Cropland,Built-up,Water,Non_Wetland,Built-up
229,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
230,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
231,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
232,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
233,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
234,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
235,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
236,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
237,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland
238,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
239,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
240,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
241,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
242,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
243,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
244,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
245,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
246,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
247,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
248,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
249,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
250,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
251,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
252,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
253,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
254,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
255,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
256,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
257,NULL,Wetland,Wetland,NULL,Wetland,Grassland
258,NULL,Wetland,Wetland,NULL,Wetland,Wetland
259,NULL,Wetland,Wetland,NULL,Wetland,Forest
260,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
261,NULL,Wetland,Water,NULL,Water,Grassland
262,NULL,Wetland,Water,NULL,Water,Bareland
263,NULL,Wetland,Water,Water,Water,Grassland
264,NULL,Wetland,Water,Water,Water,Bareland
265,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
266,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
267,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
268,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
269,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
270,NULL,Bareland,NULL,Water,Non_Wetland,Bareland
271,NULL,Bareland,NULL,Water,Non_Wetland,Water
272,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
273,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
274,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
275,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
276,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
277,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
278,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
279,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
280,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
281,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
282,NULL,Bareland,Shrubland,Water,Non_Wetland,Built-up
283,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
284,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
285,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
286,NULL,Bareland,Grassland,NULL,Non_Wetland,Wetland
287,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
288,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
289,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
290,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
291,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
292,NULL,Bareland,Grassland,Water,Non_Wetland,Grassland
293,NULL,Bareland,Grassland,Water,Non_Wetland,Water
294,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
295,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
296,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
297,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
298,NULL,Bareland,Cropland,NULL,Non_Wetland,Water
299,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
300,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
301,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
302,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Built-up
303,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Water
304,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Forest
305,NULL,Bareland,Cropland,Water,Non_Wetland,Grassland
306,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland
307,NULL,Bareland,Cropland,Water,Non_Wetland,Water
308,NULL,Bareland,Cropland,Water,Non_Wetland,Forest
309,NULL,Bareland,Wetland,NULL,Wetland,Bareland
310,NULL,Bareland,Wetland,NULL,Wetland,Water
311,NULL,Bareland,Wetland,NULL,Wetland,Forest
312,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
313,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
314,NULL,Bareland,Wetland,Non_Water,Wetland,Water
315,NULL,Bareland,Wetland,Non_Water,Wetland,Forest
316,NULL,Bareland,Wetland,Water,Wetland,Bareland
317,NULL,Bareland,Wetland,Water,Wetland,Water
318,NULL,Bareland,Wetland,Water,Wetland,Forest
319,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
320,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
321,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
322,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
323,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
324,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
325,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
326,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
327,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
328,NULL,Bareland,Bareland,Water,Non_Wetland,Built-up
329,NULL,Bareland,Bareland,Water,Non_Wetland,Water
330,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
331,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
332,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
333,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
334,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
335,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
336,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
337,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
338,NULL,Bareland,Built-up,Water,Non_Wetland,Water
339,NULL,Bareland,Water,NULL,Water,Grassland
340,NULL,Bareland,Water,NULL,Water,Bareland
341,NULL,Bareland,Water,NULL,Water,Water
342,NULL,Bareland,Water,NULL,Water,Permanent_ice_and_snow
343,NULL,Bareland,Water,NULL,Water,Forest
344,NULL,Bareland,Water,Non_Water,Water,Water
345,NULL,Bareland,Water,Water,Water,Water
346,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
347,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
348,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
349,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
350,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
351,NULL,Bareland,Forest,NULL,Non_Wetland,Water
352,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
353,NULL,Bareland,Forest,Non_Water,Non_Wetland,Grassland
354,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland
355,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water
356,NULL,Bareland,Forest,Non_Water,Non_Wetland,Forest
357,NULL,Bareland,Forest,Water,Non_Wetland,Grassland
358,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
359,NULL,Bareland,Forest,Water,Non_Wetland,Water
360,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
361,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
362,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
363,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
364,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland
365,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest
366,NULL,Built-up,NULL,Water,Non_Wetland,Bareland
367,NULL,Built-up,NULL,Water,Non_Wetland,Forest
368,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
375,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
376,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
377,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
378,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
379,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water
380,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
381,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
382,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
383,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
384,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
385,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
386,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
387,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
388,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
389,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland
390,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
391,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
392,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
393,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
394,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
395,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
396,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
397,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
398,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
399,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
400,NULL,Built-up,Grassland,Water,Non_Wetland,Cropland
401,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
402,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
403,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
404,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
405,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
406,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
407,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
408,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
409,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
410,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
411,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
412,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL
413,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
414,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
415,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
416,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
417,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water
418,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
419,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland
420,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
421,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up
422,NULL,Built-up,Cropland,Water,Non_Wetland,Water
423,NULL,Built-up,Cropland,Water,Non_Wetland,Forest
424,NULL,Built-up,Wetland,NULL,Wetland,Grassland
425,NULL,Built-up,Wetland,NULL,Wetland,Cropland
426,NULL,Built-up,Wetland,NULL,Wetland,Bareland
427,NULL,Built-up,Wetland,NULL,Wetland,Built-up
428,NULL,Built-up,Wetland,NULL,Wetland,Water
429,NULL,Built-up,Wetland,NULL,Wetland,Forest
430,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
431,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
