Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYS_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
69,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
76,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Cropland
90,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
91,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Cropland
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
104,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
107,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
116,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
119,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
121,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
122,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
123,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
124,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
125,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
126,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
127,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
128,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
129,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
130,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
131,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
132,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
133,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
134,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
135,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
136,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
137,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
138,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
140,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
141,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
142,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
143,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
144,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,NULL
145,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
146,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
147,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
148,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
149,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
150,NULL,NULL,NULL,Water,Non_Wetland,NULL,Forest,Grassland
151,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
152,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Grassland
153,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
154,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
155,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
156,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
157,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
158,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
159,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
160,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
161,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
162,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
167,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
168,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
170,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
172,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
173,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
177,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
178,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
179,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
185,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
313,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
314,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
315,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
316,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
317,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
318,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
319,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
320,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
321,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
322,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
