Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KMA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KMA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KMA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KMA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KMA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KMA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KMA_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
127,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
128,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
129,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
141,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
143,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
146,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
148,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
149,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
151,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
152,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
156,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
182,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
183,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
184,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
185,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
186,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
187,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
188,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
189,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
190,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
191,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
192,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
193,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
194,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
196,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
199,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
200,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
201,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
202,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
203,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
204,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
205,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
206,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
207,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
208,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
210,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
211,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
212,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
213,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
214,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
215,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
216,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
217,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
218,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
219,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
220,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
221,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
222,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
223,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Bareland
225,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
226,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Bareland
227,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Water
228,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
229,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
230,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
231,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
232,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
233,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
234,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
235,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
238,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
239,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
243,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Bareland
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
280,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
281,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
282,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
283,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
284,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
285,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
286,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
287,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
288,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
289,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
290,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
291,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
292,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
293,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
294,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
295,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
296,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
297,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
302,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
303,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
305,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
310,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
311,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
312,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
313,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
318,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
319,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
320,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
321,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
325,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
326,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
