Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRA_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
92,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
94,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
95,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
118,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
120,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
121,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
123,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
124,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
128,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
129,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
130,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
131,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
134,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
138,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Forest
140,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
152,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
153,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
155,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
158,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
159,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
160,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
161,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
162,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
163,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
165,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
168,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
170,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
173,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
174,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
175,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
176,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
177,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
178,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
179,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
180,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
181,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
185,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
186,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
188,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
189,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
190,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
191,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
192,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
193,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
194,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
195,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
196,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Bareland
197,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
198,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
199,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
221,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
224,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
225,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
228,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
229,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
234,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
237,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
