Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZE_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
141,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
142,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
143,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
147,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
150,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
151,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
152,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
153,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
154,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
155,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
156,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
157,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
158,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
159,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
160,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
161,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
162,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
163,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
164,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
165,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
166,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
167,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
168,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
169,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
170,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
171,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
172,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
173,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
174,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
175,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
176,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
177,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
178,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
179,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
180,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
181,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
182,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
183,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
184,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
186,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
191,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
192,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
193,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
198,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
199,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
200,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
205,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
206,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
207,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
208,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
211,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
213,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
214,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
215,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
217,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
218,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
219,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
220,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
