Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGE_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
94,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
97,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
98,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
110,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
111,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
112,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
113,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
116,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
117,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
118,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
119,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Water
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
140,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
141,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
142,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
143,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
144,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
145,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
146,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
147,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
148,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
149,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
150,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
161,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
162,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
163,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
164,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
165,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
166,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
167,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
168,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
169,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
170,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
171,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
172,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
173,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
174,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
175,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Water
176,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
177,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
178,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
179,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
180,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
181,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
183,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
184,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
185,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
186,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
187,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
188,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
189,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
190,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
191,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
192,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
193,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
194,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
197,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
198,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
199,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
200,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
203,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
204,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
207,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
208,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
210,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
211,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
212,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
213,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
214,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
215,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
218,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
219,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Water,Grassland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Forest,Cropland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Cropland
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Grassland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
246,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
247,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
248,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
249,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
250,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
253,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
254,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
255,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
256,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
257,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
258,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
259,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
260,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
262,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
263,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
264,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
269,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
270,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
271,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
272,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
273,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
275,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
276,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
277,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
278,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
280,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
285,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
286,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
287,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
290,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
291,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
295,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
