Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHK_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1,NULL,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
5,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
7,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
13,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
14,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
15,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
17,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
18,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
19,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
20,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
21,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
22,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
23,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
25,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
28,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
70,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
83,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
84,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
85,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
86,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
87,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
88,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Bareland
89,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
90,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Bareland
91,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
92,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
93,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
94,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Bareland
95,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
96,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
97,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
98,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
99,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
100,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
101,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
102,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Forest,Bareland
103,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
104,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
173,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
174,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
175,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
176,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
177,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
178,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
179,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
180,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
181,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
182,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
183,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
184,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
185,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
186,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
187,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
188,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
189,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
190,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
191,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
192,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
193,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
194,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
195,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
197,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
198,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
199,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
200,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
201,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
203,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
206,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
207,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
208,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
209,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
210,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
212,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
213,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
214,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
215,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
216,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
217,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
218,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
219,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
220,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
222,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
223,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
224,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
225,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
226,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
227,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
228,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
233,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
234,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
239,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
240,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
242,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Bareland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
247,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
248,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
249,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
250,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
253,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
254,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
257,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Bareland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
263,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
267,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
271,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
272,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
273,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
275,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
276,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
277,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
278,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
281,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
282,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
292,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
293,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
294,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
295,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
296,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
297,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
298,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
300,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
301,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
302,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
303,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
304,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
305,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
306,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
307,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
308,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
309,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
310,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
312,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
313,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
314,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
315,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
316,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
317,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
318,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
319,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
320,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
321,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
322,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
323,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
324,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
325,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
326,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
327,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
328,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
329,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
330,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
331,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
332,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
