Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCU_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
29,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
59,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
68,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
69,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
70,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
72,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
73,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
74,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
76,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Bareland,Grassland
77,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
78,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Built-up
79,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
80,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Forest
81,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
82,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
83,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
84,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
85,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
86,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
87,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
90,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
175,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
176,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
177,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
182,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
183,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
184,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
185,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
186,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
187,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
188,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
189,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
190,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
191,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
192,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
193,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
194,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
195,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
196,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
197,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
198,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
199,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
200,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
201,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
202,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
203,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
204,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
205,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
206,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
207,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
208,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
209,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
210,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
211,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
212,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
213,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
214,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
215,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
217,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
218,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
220,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
222,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
224,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
228,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
239,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
240,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
244,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
246,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
252,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
256,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
259,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
263,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
264,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
267,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
268,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
269,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
273,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
275,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
278,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
280,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
281,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
283,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
286,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
287,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
291,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
293,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
294,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
295,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Forest
296,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
297,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
298,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
299,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
300,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
301,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
302,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
303,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
304,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
305,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
306,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
307,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Bareland,Forest
308,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
309,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
310,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
311,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
312,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
313,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
314,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
315,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
316,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
317,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
318,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
319,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
320,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
321,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
