Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNK_M_R
29,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
30,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
31,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
32,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
33,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
34,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
35,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
36,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
37,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
38,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
39,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
40,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
41,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
42,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
43,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
44,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
45,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
46,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
47,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
48,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
49,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
50,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
51,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
52,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
53,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
54,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
55,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
56,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
57,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
58,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
59,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
60,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
61,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
62,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
64,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
65,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
66,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
67,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
68,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
69,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
70,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
71,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
72,NULL,NULL,Water,Water,Water,NULL,NULL,Water
73,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
74,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
75,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
76,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
77,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
78,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
79,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
80,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
82,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
83,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
84,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
85,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
86,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
88,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
89,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
90,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
91,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
92,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
93,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
94,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
95,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
96,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
97,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
98,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
99,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
100,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
101,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
102,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
103,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
104,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
105,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
106,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
107,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
108,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
109,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
110,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
111,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
112,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
113,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
114,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
115,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
116,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
118,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
119,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
120,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
121,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
122,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
123,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
124,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
125,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
127,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
128,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
129,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
130,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
131,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
132,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
133,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
135,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
136,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
137,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
138,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
139,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
140,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
141,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
142,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
143,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
144,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
145,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
146,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
147,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
148,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
149,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
150,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
151,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
152,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
153,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
155,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
157,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
158,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
159,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
160,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
161,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
162,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
163,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
164,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
166,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
167,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
168,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
169,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
170,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
171,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
172,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
174,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
175,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
176,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
177,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
178,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
179,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
180,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
181,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
182,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
183,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
184,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
185,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
186,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
187,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
188,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
189,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
190,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
191,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
192,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
193,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
194,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
195,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
196,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
197,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
198,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
199,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
200,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
201,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
202,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
203,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
204,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
205,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
206,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
207,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
208,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
209,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
210,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
211,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
212,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
213,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
214,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
215,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
216,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
217,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
218,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
219,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
220,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
221,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
222,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
223,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
224,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
225,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
226,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
227,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
228,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
229,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
230,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
231,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
232,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
233,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
234,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
235,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
236,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
237,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
238,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
239,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
240,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
241,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
242,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
243,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
244,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
245,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
246,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
247,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
248,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
249,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
250,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
251,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
252,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
253,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
254,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
255,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
256,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
257,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
258,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
259,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
260,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
261,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
262,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
263,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
264,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
265,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
266,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
267,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
268,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
269,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
270,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
271,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
272,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
273,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
274,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
275,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
276,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
277,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
278,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
279,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
280,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
281,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
282,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
283,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
284,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
285,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
286,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
287,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
288,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
289,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
290,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
291,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
292,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
293,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
294,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
295,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
296,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
297,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
298,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
299,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
300,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
301,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
302,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
303,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
304,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
305,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
306,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
307,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
308,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
309,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
310,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
311,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
312,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
313,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
314,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
315,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
316,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
317,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
318,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
319,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
320,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
321,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
322,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
323,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
324,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
325,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
326,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
327,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
328,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
329,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
330,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
331,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
332,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
333,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
334,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
335,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
