Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LBH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LBH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LBH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LBH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LBH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LBH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LBH_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
134,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
137,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
142,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
147,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
148,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
149,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
150,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
151,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
152,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
153,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
154,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
155,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
156,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
158,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
168,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
169,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
170,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
174,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
176,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
180,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
181,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
184,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
185,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
187,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
189,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
