Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZS_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
9,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
10,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
13,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
15,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
16,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
17,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
18,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
19,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
20,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
21,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
22,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
23,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
24,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
25,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
26,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
27,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
28,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Water
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
36,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
42,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
47,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
48,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
49,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
50,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
51,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
52,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
53,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
54,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
55,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
56,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
57,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
58,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
59,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
60,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
61,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
62,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
63,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
64,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
65,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
66,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
67,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
68,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
69,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
70,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
71,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
72,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
73,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
74,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
75,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
76,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
77,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
78,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
79,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
80,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
81,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
82,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
83,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
84,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
85,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
86,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
87,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
88,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
89,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
90,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
91,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
92,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
93,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
94,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
95,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
96,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
97,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
98,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
99,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
100,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
101,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
102,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
103,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
104,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
105,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
106,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
108,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
109,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
110,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
111,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
112,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
113,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
114,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
115,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Bareland
116,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
117,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
118,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
119,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
120,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
121,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
122,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
123,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
124,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
125,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
126,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
127,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
128,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
129,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
130,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
131,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
132,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
133,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
134,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
135,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
136,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
137,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
138,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
139,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
140,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
141,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Built-up
142,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
143,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
144,NULL,NULL,Water,NULL,Water,Grassland,Forest,Water
145,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
146,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
147,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
148,NULL,NULL,Water,NULL,Water,Water,Water,Water
149,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
150,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
151,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
152,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
153,NULL,NULL,Water,Non_Water,Water,Grassland,Forest,Water
154,NULL,NULL,Water,Non_Water,Water,Water,Bareland,Water
155,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
156,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
157,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
158,NULL,NULL,Water,Water,Water,Bareland,Grassland,Forest
159,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
160,NULL,NULL,Water,Water,Water,Water,Wetland,Water
161,NULL,NULL,Water,Water,Water,Water,Bareland,Forest
162,NULL,NULL,Water,Water,Water,Water,Water,Water
163,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
164,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
165,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
166,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
167,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
168,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
169,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
170,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
171,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
172,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
173,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
174,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
175,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
176,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
177,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
178,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
179,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
180,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
181,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
182,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
183,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
184,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
185,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
186,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
187,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
188,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
189,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
190,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
191,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
192,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
193,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
194,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
195,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
196,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
197,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
198,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
199,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
200,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
201,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
202,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
203,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
204,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
205,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
206,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
207,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
208,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
209,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
210,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
211,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
212,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
213,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
214,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
215,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
216,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
217,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
218,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
219,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
220,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
221,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
222,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
223,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
224,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
225,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
226,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Water
227,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
228,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
229,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
230,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
231,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
232,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
233,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
234,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
235,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
236,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
237,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
238,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
239,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
240,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
241,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
242,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
243,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
244,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
245,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
246,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
247,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
248,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
249,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
250,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
251,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
252,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
253,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
254,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
255,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
256,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
257,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
258,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
259,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
260,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
261,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
262,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
263,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
264,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
265,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
266,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
267,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
268,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
269,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
270,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
271,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
272,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
273,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
274,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
275,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
276,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
277,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
278,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
279,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
280,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
281,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
282,NULL,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Water
283,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
284,NULL,Bareland,Water,Water,Water,Water,Wetland,Water
285,NULL,Bareland,Water,Water,Water,Water,Water,Water
286,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
287,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
288,NULL,Bareland,Forest,Water,Non_Wetland,Water,Wetland,Water
289,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
290,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
291,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
292,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
293,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
294,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
295,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
296,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
297,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
298,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
299,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
300,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
301,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
302,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
303,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
304,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
305,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
306,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
307,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
308,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
309,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
310,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
311,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
312,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
313,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
328,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
329,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
330,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
331,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
332,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
333,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
334,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
335,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
336,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
337,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
338,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
