Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRC_M_R
29,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
30,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
33,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
34,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
35,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
36,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
38,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
39,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
40,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
41,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
42,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
43,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
44,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
45,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
46,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
47,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
48,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
49,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
50,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
51,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
52,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
53,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
54,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
55,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
56,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
57,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
58,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
59,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
60,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
61,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
62,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
63,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
64,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
65,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
66,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
67,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
68,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
69,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
70,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
71,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
72,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
73,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
74,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
75,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
76,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
77,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
78,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
79,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
80,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
81,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
82,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
83,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
84,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
85,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
88,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
89,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
90,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
91,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
92,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
93,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
94,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
95,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
96,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
98,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
99,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
100,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
101,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
102,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
103,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
104,NULL,NULL,Water,Non_Water,Water,NULL,NULL,NULL
105,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
106,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
107,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
108,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
109,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
110,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
111,NULL,NULL,Water,Water,Water,NULL,NULL,Cropland
112,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
113,NULL,NULL,Water,Water,Water,NULL,NULL,Water
114,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
117,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
121,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
122,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
123,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
124,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
125,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
126,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
127,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
128,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
129,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
130,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
131,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
132,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
133,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
134,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
135,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
136,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
137,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
138,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
139,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
140,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
141,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
142,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
143,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
144,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
145,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
146,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
147,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
148,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
149,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
150,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
151,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
152,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
153,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
154,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
155,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
156,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
157,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
158,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
159,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
160,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
161,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
162,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
163,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
164,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
165,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
166,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
167,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
168,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
169,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
170,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
171,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
172,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
173,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
174,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
175,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
176,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
177,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
178,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
179,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
181,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
182,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
183,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
184,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
185,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
186,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
187,NULL,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
188,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
189,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
190,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
191,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
192,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
193,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
194,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
195,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
196,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
197,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
198,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
199,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
200,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
201,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
202,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
203,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
204,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
205,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
206,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
207,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
208,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
209,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
210,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
211,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
212,NULL,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
213,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
214,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
215,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
216,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
217,NULL,Cropland,Water,NULL,Water,NULL,NULL,Water
218,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
219,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
220,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
221,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Water
222,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
223,NULL,Cropland,Water,Water,Water,NULL,NULL,NULL
224,NULL,Cropland,Water,Water,Water,NULL,NULL,Grassland
225,NULL,Cropland,Water,Water,Water,NULL,NULL,Water
226,NULL,Cropland,Water,Water,Water,NULL,NULL,Forest
227,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
228,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
229,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
230,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
231,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
232,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
233,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
234,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
235,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
236,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
237,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
238,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
239,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
240,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
241,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
242,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
243,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
244,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
245,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
246,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
247,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
249,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
250,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
251,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
252,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
253,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
254,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
255,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
256,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
257,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
258,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
259,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
260,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
261,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
262,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
263,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
264,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
265,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
266,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
267,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
268,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
269,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
270,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
271,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
272,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
273,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
274,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
275,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
276,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
277,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
278,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
279,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
280,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
281,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
282,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
283,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
284,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
285,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
286,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
287,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
288,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
289,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
290,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
291,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
292,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
293,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
294,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
295,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
296,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
297,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
298,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
299,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
300,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
301,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
302,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
303,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
304,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
305,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
306,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
307,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
308,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
309,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
310,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
311,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
312,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
313,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
314,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
315,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
316,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
317,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
318,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
319,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
320,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
321,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
322,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
323,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
324,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
325,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
326,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
327,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
328,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
329,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
330,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
331,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
332,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
333,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
334,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
335,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
336,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
337,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
338,NULL,Forest,Water,Non_Water,Water,NULL,NULL,NULL
339,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
340,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
342,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
