Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKD_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
112,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
113,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
114,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
115,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
117,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
118,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
119,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
120,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
122,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
123,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
124,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
126,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
130,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
131,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
132,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
133,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
134,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
135,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Cropland
136,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
141,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
142,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
143,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
147,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
148,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
149,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
150,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Cropland
152,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
153,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
154,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
155,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
156,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
182,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
183,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
185,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
186,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
187,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
188,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
189,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
190,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
191,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
193,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
194,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
195,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
196,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
197,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
198,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
199,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
200,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
201,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
202,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
203,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
204,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
205,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
206,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
207,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
208,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
209,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
210,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
211,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
212,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
213,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
214,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
215,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Wetland
216,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
217,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
218,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
219,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
220,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
221,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
222,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
223,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
224,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
225,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
226,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
227,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
228,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
229,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
230,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
231,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
232,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
233,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
234,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
235,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
236,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
237,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
238,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
239,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
240,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
241,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
242,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
243,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
244,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
247,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
248,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
251,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
252,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
253,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Bareland
255,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Water
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
266,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
267,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
268,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
270,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
271,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
272,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
273,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
275,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
277,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
278,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
279,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
280,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
281,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
282,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,NULL
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,NULL
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,NULL
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
310,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
311,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
312,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
313,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
314,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
315,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
316,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
317,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
318,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
319,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
320,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
321,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
322,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
323,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Water
324,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
325,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
326,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
327,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,NULL
328,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
329,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
