Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGS_M_R
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
55,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
56,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
57,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
58,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
59,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
60,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
61,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
62,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
63,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
64,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
65,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
66,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
67,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
68,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
69,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
70,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
71,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
72,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
73,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
74,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
75,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
76,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
77,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
78,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
79,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
80,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
81,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
82,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
83,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
84,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
85,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
86,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
87,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
88,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
89,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
90,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
91,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
92,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
93,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
94,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
95,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
96,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
97,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
98,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
99,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
100,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
101,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
102,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
103,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
105,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
106,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
107,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
108,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
109,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
110,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
111,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
112,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
113,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
114,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
115,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
116,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
117,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
118,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
119,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
120,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
121,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
122,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
123,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
124,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
125,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
126,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
127,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
128,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
129,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
130,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
131,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
132,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
133,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
134,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
135,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
136,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
137,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
138,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
139,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
140,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
141,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
142,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
143,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
144,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
145,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
146,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
147,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
148,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
149,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
150,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
151,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
152,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
153,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
154,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
155,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
156,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
157,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
158,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
159,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
160,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
161,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
162,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
163,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
164,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
165,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
166,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
167,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
168,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
169,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
170,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
171,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
172,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
173,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
174,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
175,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
176,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
177,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
178,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
179,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
180,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
181,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
182,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
183,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
184,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
185,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
186,NULL,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
187,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
188,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
189,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
190,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
191,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
192,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
193,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
194,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
195,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
196,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
197,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
198,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
199,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
200,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
201,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
202,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
203,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
204,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
205,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
206,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
207,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
208,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
209,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
210,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
211,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
212,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
213,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
214,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
215,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
216,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
217,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
218,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
219,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
220,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
221,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
222,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
223,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
224,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
225,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
226,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
227,NULL,NULL,Bareland,Water,Non_Wetland,Built-up,Wetland,Grassland
228,NULL,NULL,Bareland,Water,Non_Wetland,Built-up,Water,Grassland
229,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
230,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
231,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
232,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
233,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
234,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
235,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
236,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
237,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
238,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
239,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
240,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
241,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
242,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
243,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
244,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
245,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
246,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
247,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
248,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
249,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
250,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
251,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
252,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
253,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
254,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
255,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
256,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
257,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
258,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
259,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
260,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
261,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
262,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
263,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Forest
264,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
265,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
266,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
267,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
268,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
269,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
270,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
271,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
272,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
273,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
274,NULL,NULL,Water,Water,Water,Wetland,Water,Water
275,NULL,NULL,Water,Water,Water,Bareland,Water,Water
276,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
277,NULL,NULL,Water,Water,Water,Water,Wetland,Water
278,NULL,NULL,Water,Water,Water,Water,Water,Grassland
279,NULL,NULL,Water,Water,Water,Water,Water,Wetland
280,NULL,NULL,Water,Water,Water,Water,Water,Water
281,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
282,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
283,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
284,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
285,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
286,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
287,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
288,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
289,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
290,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
291,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
292,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
293,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
294,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
295,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
296,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
297,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
298,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
299,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
300,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
301,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
302,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
303,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
304,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
305,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
306,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
307,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
308,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
309,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
310,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
311,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
312,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
313,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
314,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
315,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
316,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
317,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
318,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
319,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
320,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
321,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
322,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
323,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
324,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
325,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
326,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
327,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
328,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
329,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
330,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
331,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
332,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
333,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
334,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
335,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
336,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
337,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
338,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
