Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWR_M_R
25,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
27,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
29,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
30,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
31,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
32,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
34,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
47,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
55,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
56,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
57,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
58,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
142,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
143,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
144,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
145,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
146,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
147,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
148,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
149,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
150,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
151,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
152,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
153,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
154,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
155,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
156,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
157,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
158,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
159,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
160,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
161,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
162,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
163,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
164,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
165,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
166,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
167,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
168,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
169,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
170,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
171,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
172,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
173,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
174,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
175,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
176,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
177,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Water
178,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
179,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
180,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
181,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
182,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
183,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
184,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
185,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
186,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
187,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
188,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
189,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
190,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
191,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
192,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
193,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
194,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
195,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
197,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
199,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
200,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
203,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
204,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
206,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
207,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
208,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
209,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
210,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
212,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
213,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
214,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
215,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
217,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
218,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
219,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
220,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
222,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
226,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
229,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
230,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
231,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
233,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
234,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
235,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
236,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
237,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
238,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
239,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
240,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
241,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
242,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
243,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
244,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
245,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
246,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
247,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
248,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
249,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
250,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
251,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
252,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
253,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
254,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
255,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
256,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
257,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
258,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
259,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
260,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
261,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
262,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
263,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
264,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
265,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
266,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
267,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
268,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
269,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
270,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
271,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
272,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
273,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
274,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
275,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
276,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
277,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
278,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
279,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
280,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
281,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
282,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
283,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
284,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
285,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
286,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
287,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
288,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
289,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
290,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
291,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
292,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
293,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
294,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
295,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
296,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
297,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
298,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
299,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
300,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
301,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
302,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
303,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
304,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
305,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
306,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
307,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
308,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
309,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
310,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
311,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
312,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
313,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
314,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
315,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
316,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
317,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
318,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
319,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
320,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
321,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
322,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
323,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
324,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
325,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
326,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
327,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
328,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
