Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHS_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
7,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
10,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
12,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
13,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
14,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
15,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
16,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
17,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
18,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
19,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
20,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
21,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
22,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
23,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
24,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
25,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
26,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
27,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
28,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
36,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
42,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
54,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
55,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
56,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
57,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
58,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
59,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
60,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
61,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
62,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
63,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
64,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
65,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
66,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
67,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
68,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
69,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
70,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
71,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
72,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
73,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
74,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
75,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
76,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
77,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
78,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
79,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
80,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
81,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
82,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
83,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
84,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
85,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
86,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
87,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
88,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
89,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
90,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
91,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
92,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
93,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
94,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
95,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
96,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
97,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
98,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
99,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
100,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
101,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
102,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
103,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
104,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
105,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
106,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
108,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
109,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
110,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
111,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
112,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
113,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
114,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
115,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
116,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
117,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
118,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
119,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
120,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
121,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
122,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
123,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
124,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
125,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
126,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
127,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
128,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
129,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
130,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
131,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
132,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
133,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
134,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
135,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
136,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
137,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
138,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
139,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
140,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
141,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
142,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
143,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
144,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
145,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
146,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
147,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
148,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
149,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
150,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
151,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
152,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
153,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
154,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
155,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
156,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
157,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
158,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
159,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
160,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
161,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
162,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
163,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
164,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Forest
165,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
166,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
167,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
168,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
169,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
170,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
171,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
172,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
173,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
174,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
175,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
176,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
177,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
178,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
179,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
180,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
181,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
182,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
183,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
184,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
185,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
186,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
187,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
188,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
189,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
190,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
191,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
192,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
193,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
194,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
195,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
196,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
197,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
198,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
199,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
200,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
201,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
202,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
203,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
204,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
205,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
206,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
207,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
208,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
209,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
210,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
211,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
212,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
213,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
214,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
215,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
216,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
217,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
218,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
219,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
220,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
221,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
222,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
223,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
224,NULL,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
225,NULL,NULL,Built-up,Water,Non_Wetland,Water,Built-up,Grassland
226,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
227,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
228,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
229,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
230,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
231,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
232,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
233,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
234,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
235,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
236,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
237,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
238,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
239,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
240,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
241,NULL,NULL,Water,Water,Water,Water,Wetland,Water
242,NULL,NULL,Water,Water,Water,Water,Water,Water
243,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
244,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
245,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
246,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
247,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
248,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
249,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
250,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
251,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
252,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
253,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
254,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
255,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
256,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
257,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
258,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
259,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
260,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
261,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
262,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
263,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
264,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
265,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
266,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
267,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
268,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
269,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
270,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
271,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
272,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
273,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
274,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
275,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
276,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
277,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
278,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
279,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
280,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
281,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Built-up,Grassland
282,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
283,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
284,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
285,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
286,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
287,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
288,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
289,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
290,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
291,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
292,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
293,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
294,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
295,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
296,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
297,NULL,Cropland,Water,Water,Water,Water,Water,Grassland
298,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
299,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
300,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
301,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
302,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
303,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
304,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
305,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
306,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
307,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
308,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
309,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
310,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
311,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
312,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
313,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
314,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
315,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
316,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
317,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
318,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
319,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
320,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
321,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
322,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
323,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
324,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
325,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
326,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
327,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Forest
328,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
329,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
330,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
331,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
332,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Forest
333,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
334,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
335,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
336,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
337,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
338,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
339,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
340,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
341,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
