Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVM_M_R
119,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up
120,NULL,NULL,Built-up,NULL,Non_Wetland,Forest
121,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland
122,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up
123,NULL,NULL,Built-up,Water,Non_Wetland,Built-up
124,NULL,NULL,Water,NULL,NULL,Grassland
125,NULL,NULL,Water,NULL,NULL,Bareland
126,NULL,NULL,Water,NULL,Water,NULL
127,NULL,NULL,Water,NULL,Water,Grassland
128,NULL,NULL,Water,NULL,Water,Wetland
129,NULL,NULL,Water,NULL,Water,Bareland
130,NULL,NULL,Water,NULL,Water,Water
131,NULL,NULL,Water,NULL,Water,Permanent_ice_and_snow
132,NULL,NULL,Water,NULL,Water,Forest
133,NULL,NULL,Water,Non_Water,Water,Grassland
134,NULL,NULL,Water,Non_Water,Water,Forest
135,NULL,NULL,Water,Water,Water,Grassland
136,NULL,NULL,Water,Water,Water,Wetland
137,NULL,NULL,Water,Water,Water,Bareland
138,NULL,NULL,Water,Water,Water,Water
139,NULL,NULL,Water,Water,Water,Forest
140,NULL,NULL,Forest,NULL,Non_Wetland,NULL
141,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
142,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
143,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
144,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
145,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
146,NULL,NULL,Forest,NULL,Non_Wetland,Water
147,NULL,NULL,Forest,NULL,Non_Wetland,Forest
148,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
149,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland
150,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
151,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
152,NULL,NULL,Forest,Water,Non_Wetland,Grassland
153,NULL,NULL,Forest,Water,Non_Wetland,Wetland
154,NULL,NULL,Forest,Water,Non_Wetland,Bareland
155,NULL,NULL,Forest,Water,Non_Wetland,Built-up
156,NULL,NULL,Forest,Water,Non_Wetland,Water
157,NULL,NULL,Forest,Water,Non_Wetland,Forest
158,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
159,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
160,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
161,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
162,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
163,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
164,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
165,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
166,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
167,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
168,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
169,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
170,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
171,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
172,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
173,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
174,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
175,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
176,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up
177,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
178,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
179,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland
180,NULL,Cropland,Shrubland,Water,Non_Wetland,Built-up
181,NULL,Cropland,Shrubland,Water,Non_Wetland,Water
182,NULL,Cropland,Shrubland,Water,Non_Wetland,Forest
183,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
184,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
185,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
186,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland
187,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
188,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
189,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
190,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL
191,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
192,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
193,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
194,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Forest
195,NULL,Cropland,Grassland,Water,Non_Wetland,Cropland
196,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
197,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
198,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
199,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
200,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
201,NULL,Cropland,Cropland,NULL,Non_Wetland,Water
202,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
203,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
204,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
205,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
206,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
207,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water
208,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest
209,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland
210,NULL,Cropland,Cropland,Water,Non_Wetland,Cropland
211,NULL,Cropland,Wetland,NULL,Wetland,Grassland
212,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
213,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland
214,NULL,Cropland,Wetland,Non_Water,Wetland,Water
215,NULL,Cropland,Wetland,Water,Wetland,Grassland
216,NULL,Cropland,Wetland,Water,Wetland,Water
217,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
218,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
219,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
220,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
221,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
222,NULL,Cropland,Bareland,NULL,Non_Wetland,Water
223,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
224,NULL,Cropland,Bareland,Non_Water,Non_Wetland,NULL
225,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
226,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
227,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
228,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Water
229,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Forest
230,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland
231,NULL,Cropland,Bareland,Water,Non_Wetland,Water
232,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
233,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
234,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
235,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
236,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
237,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
238,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
239,NULL,Cropland,Built-up,Water,Non_Wetland,Built-up
240,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
241,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
242,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
243,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
244,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
245,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
246,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
247,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland
248,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest
249,NULL,Cropland,Forest,Water,Non_Wetland,Grassland
250,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
251,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
252,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
253,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
254,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
255,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
256,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
257,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
258,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
259,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
260,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
261,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
262,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
263,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
264,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
265,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
266,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
267,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
268,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
269,NULL,Wetland,Cropland,NULL,Non_Wetland,Cropland
270,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland
271,NULL,Wetland,Wetland,NULL,Wetland,Grassland
272,NULL,Wetland,Wetland,NULL,Wetland,Wetland
273,NULL,Wetland,Wetland,NULL,Wetland,Forest
274,NULL,Wetland,Wetland,Water,Wetland,Grassland
275,NULL,Wetland,Wetland,Water,Wetland,Wetland
276,NULL,Wetland,Wetland,Water,Wetland,Water
277,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
278,NULL,Wetland,Water,NULL,Water,Water
279,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
280,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
281,NULL,Wetland,Forest,NULL,Non_Wetland,Water
282,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
283,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
284,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland
285,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland
286,NULL,Bareland,NULL,NULL,Non_Wetland,Built-up
287,NULL,Bareland,NULL,NULL,Non_Wetland,Forest
288,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
289,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
290,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
291,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
292,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
293,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
294,NULL,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
295,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
296,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
297,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
298,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
299,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
300,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
301,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
302,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
303,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
304,NULL,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
305,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
306,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
307,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
308,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
309,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
310,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
311,NULL,Bareland,Wetland,NULL,Wetland,Grassland
312,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
313,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
314,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
315,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
316,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
317,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
318,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
319,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
320,NULL,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
321,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
322,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
323,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
324,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
325,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
326,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
327,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
328,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
329,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
330,NULL,Bareland,Water,NULL,NULL,Grassland
331,NULL,Bareland,Water,NULL,NULL,Bareland
332,NULL,Bareland,Water,NULL,NULL,Water
333,NULL,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
334,NULL,Bareland,Water,NULL,Water,Grassland
335,NULL,Bareland,Water,NULL,Water,Bareland
336,NULL,Bareland,Water,NULL,Water,Water
337,NULL,Bareland,Water,NULL,Water,Permanent_ice_and_snow
338,NULL,Bareland,Water,NULL,Water,Forest
339,NULL,Bareland,Water,Water,Water,Grassland
340,NULL,Bareland,Water,Water,Water,Bareland
341,NULL,Bareland,Water,Water,Water,Water
342,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
343,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
344,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
345,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
346,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
347,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
348,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
349,NULL,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
350,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
351,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
352,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
353,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
354,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
355,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
364,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
365,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
366,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
367,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
368,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
369,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
370,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
371,NULL,Built-up,Shrubland,Water,Non_Wetland,Cropland
372,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
373,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up
374,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
375,NULL,Built-up,Shrubland,Water,Non_Wetland,Forest
376,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
377,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
378,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
379,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
380,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
381,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
382,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
383,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
384,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
385,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
386,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
387,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest
388,NULL,Built-up,Grassland,Water,Non_Wetland,Grassland
389,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
390,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up
391,NULL,Built-up,Grassland,Water,Non_Wetland,Forest
392,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
393,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
394,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
395,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland
396,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
397,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
398,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
399,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
400,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
401,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
402,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
403,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up
404,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water
405,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest
406,NULL,Built-up,Cropland,Water,Non_Wetland,Cropland
407,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland
408,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up
409,NULL,Built-up,Cropland,Water,Non_Wetland,Water
410,NULL,Built-up,Wetland,NULL,Wetland,Grassland
411,NULL,Built-up,Wetland,NULL,Wetland,Cropland
412,NULL,Built-up,Wetland,NULL,Wetland,Bareland
413,NULL,Built-up,Wetland,NULL,Wetland,Built-up
414,NULL,Built-up,Wetland,NULL,Wetland,Forest
415,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland
416,NULL,Built-up,Wetland,Non_Water,Wetland,Cropland
417,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland
418,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up
419,NULL,Built-up,Wetland,Non_Water,Wetland,Water
420,NULL,Built-up,Wetland,Non_Water,Wetland,Forest
421,NULL,Built-up,Wetland,Water,Wetland,Grassland
