Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDU_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
33,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
42,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
43,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
44,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
45,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
63,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
65,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
66,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
67,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
68,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
69,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
70,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
72,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
73,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
74,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
75,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
76,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
77,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
78,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
81,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
163,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
164,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
166,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
173,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
174,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
175,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
176,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
177,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
178,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
179,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
180,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
181,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
182,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
183,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
184,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
189,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
190,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
191,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
192,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
194,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
195,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
196,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
197,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
199,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
200,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
201,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
205,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
206,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
207,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
208,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
209,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
210,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
211,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
212,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
213,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
214,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
217,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
218,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
219,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
221,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
222,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
224,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
225,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
226,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
227,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
229,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
231,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
233,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
234,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
236,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
237,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
240,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
241,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
242,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
245,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
247,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
248,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
251,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
253,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
254,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
257,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
259,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Bareland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
262,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
263,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
265,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
266,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
270,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
273,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
275,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
278,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
279,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
280,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
281,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
282,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
283,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
284,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
285,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
286,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
287,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
288,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
289,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
290,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
291,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
292,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
293,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
294,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
295,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
296,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
297,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
298,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
299,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
300,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
301,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
302,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
303,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
304,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
305,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
306,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
307,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
308,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
309,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
310,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
311,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
312,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
313,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
314,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
315,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
316,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
317,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
318,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
319,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
320,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
