Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPA_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
30,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
31,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Water,Bareland
35,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
36,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
37,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
38,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
39,NULL,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
53,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
54,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
55,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
56,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
57,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
58,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
59,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
60,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
61,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
62,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
64,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
65,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
66,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
67,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
71,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
73,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
80,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
81,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
82,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
83,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
84,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
85,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
86,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
87,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
88,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
89,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Water
90,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
91,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
92,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
93,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
94,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
95,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
96,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
102,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
103,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
104,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
105,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
106,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
108,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
110,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
111,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
112,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
113,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
114,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
115,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
116,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
118,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Bareland
119,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
121,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
123,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
124,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
126,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
127,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
128,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
131,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
132,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
133,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
135,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
136,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
137,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
138,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
139,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
140,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
141,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
142,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
143,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
144,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
145,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
147,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
148,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
149,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
150,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
151,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
152,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
153,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
154,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
155,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
156,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
157,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
158,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
159,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
160,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
161,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
162,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
163,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
165,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
166,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
167,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Wetland
168,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
169,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
170,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Water
171,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
172,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
173,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
174,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
175,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
176,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
177,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
178,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
179,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
180,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
181,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
182,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
183,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
184,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
185,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
186,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
187,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
188,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
189,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
190,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
192,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
193,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
194,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
195,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
196,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
197,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
198,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
199,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
200,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
201,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
202,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
203,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
204,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
205,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
206,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
207,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Bareland
208,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
209,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
210,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
211,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
212,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
213,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
214,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
215,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
216,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
217,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
218,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
219,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
220,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
221,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
222,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Bareland
223,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
224,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Bareland
225,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
226,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
227,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
228,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
229,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
230,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
231,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
232,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
233,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Water
234,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
235,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
236,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
237,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Bareland
238,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
239,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
240,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
241,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
242,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
243,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
244,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
245,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
246,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
247,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
248,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
249,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
250,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
251,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
252,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
253,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
254,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,NULL
255,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
256,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
257,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
258,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
259,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
260,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
261,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
262,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
263,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
265,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
266,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
267,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
268,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
269,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
270,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
271,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
272,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
273,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
274,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
275,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
276,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Bareland
277,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Water
278,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
279,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
280,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
281,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
282,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
283,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
284,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
285,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
286,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
287,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
288,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
289,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
290,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
291,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
292,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
293,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
294,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
295,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
296,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
297,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
298,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
299,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
300,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
301,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Water
302,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
303,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
304,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
305,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
306,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
307,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Bareland
308,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
309,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
310,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
311,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
312,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
313,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
314,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
315,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
316,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
317,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
318,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Water
319,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
320,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,NULL
321,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
322,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
323,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
324,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
325,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
326,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Bareland
327,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
328,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
329,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
