Value,AFRICA_2024_DynamicWorld_2024_35NRG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NRG_M_R,AFRICA_2024_GLC_FCS30D_2022_35NRG_M_R,AFRICA_2024_GSW_Yearly_2021_35NRG_M_R,AFRICA_2024_GWL_FCS30D_2022_35NRG_M_R,AFRICA_2024_WorldCover_2021_35NRG_M_R
0,NULL,NULL,NULL,NULL,Non_Wetland,NULL
1,NULL,NULL,NULL,NULL,Non_Wetland,Grassland
2,NULL,NULL,NULL,NULL,Non_Wetland,Cropland
3,NULL,NULL,NULL,NULL,Non_Wetland,Wetland
4,NULL,NULL,NULL,NULL,Non_Wetland,Bareland
5,NULL,NULL,NULL,NULL,Non_Wetland,Built-up
6,NULL,NULL,NULL,NULL,Non_Wetland,Forest
7,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL
8,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland
9,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland
10,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL
11,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland
12,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland
13,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland
14,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland
15,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up
16,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest
17,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL
18,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
19,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
20,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
21,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
22,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest
23,NULL,NULL,Shrubland,Water,Non_Wetland,NULL
24,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland
25,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland
26,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland
27,NULL,NULL,Shrubland,Water,Non_Wetland,Water
28,NULL,NULL,Shrubland,Water,Non_Wetland,Forest
29,NULL,NULL,Grassland,NULL,Non_Wetland,NULL
30,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland
31,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland
32,NULL,NULL,Grassland,NULL,Non_Wetland,Forest
33,NULL,NULL,Grassland,Water,Non_Wetland,Grassland
34,NULL,NULL,Cropland,NULL,Non_Wetland,NULL
35,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland
36,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland
37,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up
38,NULL,NULL,Cropland,NULL,Non_Wetland,Forest
39,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland
40,NULL,NULL,Wetland,NULL,Wetland,NULL
41,NULL,NULL,Wetland,NULL,Wetland,Grassland
42,NULL,NULL,Wetland,NULL,Wetland,Cropland
43,NULL,NULL,Wetland,NULL,Wetland,Wetland
44,NULL,NULL,Wetland,NULL,Wetland,Forest
45,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland
46,NULL,NULL,Bareland,NULL,Non_Wetland,Forest
47,NULL,NULL,Bareland,Water,Non_Wetland,Grassland
48,NULL,NULL,Bareland,Water,Non_Wetland,Forest
49,NULL,NULL,Built-up,NULL,Non_Wetland,NULL
50,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland
51,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland
52,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up
53,NULL,NULL,Water,NULL,Water,Grassland
54,NULL,NULL,Water,NULL,Water,Forest
55,NULL,NULL,Water,Non_Water,Water,Grassland
56,NULL,NULL,Water,Non_Water,Water,Wetland
57,NULL,NULL,Water,Water,Water,Grassland
58,NULL,NULL,Water,Water,Water,Wetland
59,NULL,NULL,Water,Water,Water,Bareland
60,NULL,NULL,Forest,NULL,Non_Wetland,NULL
61,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
62,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
63,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
64,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
65,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
66,NULL,NULL,Forest,NULL,Non_Wetland,Forest
67,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
68,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
69,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
70,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
71,NULL,NULL,Forest,Water,Non_Wetland,Grassland
72,NULL,NULL,Forest,Water,Non_Wetland,Wetland
73,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
74,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
75,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
76,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland
77,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
78,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
79,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
80,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
81,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
82,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
83,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
84,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
85,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
86,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
87,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
88,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
89,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
90,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
91,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
92,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
93,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
94,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
95,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
96,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
97,NULL,Wetland,NULL,NULL,Non_Wetland,NULL
98,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
99,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
100,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
101,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
102,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
103,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
104,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
105,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
106,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
107,NULL,Wetland,Wetland,NULL,Wetland,NULL
108,NULL,Wetland,Wetland,NULL,Wetland,Grassland
109,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
110,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
111,NULL,Wetland,Water,NULL,Water,Grassland
112,NULL,Wetland,Water,Non_Water,Water,Grassland
113,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
114,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
115,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
116,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
117,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
118,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
119,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
120,NULL,Wetland,Forest,Water,Non_Wetland,Forest
121,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
122,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
123,NULL,Bareland,Shrubland,Water,Non_Wetland,Wetland
124,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
125,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
126,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
127,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
128,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
129,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
130,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
136,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
137,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
138,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
139,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
140,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
141,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
142,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
143,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
144,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
145,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
146,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
147,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
148,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
149,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
150,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
151,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
152,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
153,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
154,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
155,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
156,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
157,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
158,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
159,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
160,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
161,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
162,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
163,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
164,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
165,NULL,Water,Grassland,Water,Non_Wetland,Wetland
166,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
167,NULL,Water,Wetland,NULL,Wetland,Forest
168,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
169,NULL,Water,Bareland,NULL,Non_Wetland,Forest
170,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
171,NULL,Water,Bareland,Water,Non_Wetland,Grassland
172,NULL,Water,Water,NULL,Water,Grassland
173,NULL,Water,Water,NULL,Water,Forest
174,NULL,Water,Water,Non_Water,Water,Grassland
175,NULL,Water,Water,Non_Water,Water,Wetland
176,NULL,Water,Water,Water,Water,Grassland
177,NULL,Water,Water,Water,Water,Wetland
178,NULL,Water,Forest,NULL,Non_Wetland,NULL
179,NULL,Water,Forest,NULL,Non_Wetland,Grassland
180,NULL,Water,Forest,NULL,Non_Wetland,Wetland
181,NULL,Water,Forest,NULL,Non_Wetland,Forest
182,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
183,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
184,NULL,Forest,NULL,NULL,Non_Wetland,NULL
185,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
186,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
187,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
188,NULL,Forest,NULL,NULL,Non_Wetland,Forest
189,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
190,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
191,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
192,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
193,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
194,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
195,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
196,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
197,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
198,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
199,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
200,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
201,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
202,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
203,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
204,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
205,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
206,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
207,NULL,Forest,Wetland,NULL,Wetland,NULL
208,NULL,Forest,Wetland,NULL,Wetland,Grassland
209,NULL,Forest,Wetland,NULL,Wetland,Wetland
210,NULL,Forest,Wetland,NULL,Wetland,Forest
211,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
212,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
213,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
214,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
215,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
216,NULL,Forest,Water,NULL,Water,NULL
217,NULL,Forest,Water,NULL,Water,Grassland
218,NULL,Forest,Water,NULL,Water,Forest
219,NULL,Forest,Forest,NULL,Non_Wetland,NULL
220,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
221,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
222,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
223,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
224,NULL,Forest,Forest,NULL,Non_Wetland,Forest
225,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
226,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
227,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
228,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
229,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
230,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
231,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
232,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
233,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
234,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
235,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
236,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest
237,Grassland,NULL,NULL,Water,Non_Wetland,NULL
238,Grassland,NULL,NULL,Water,Non_Wetland,Grassland
239,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
240,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
241,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
242,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
243,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
244,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
245,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
246,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
247,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
248,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
249,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
250,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
251,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
252,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
253,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
254,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
255,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
256,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
257,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
258,Grassland,NULL,Wetland,NULL,Wetland,NULL
259,Grassland,NULL,Wetland,NULL,Wetland,Grassland
260,Grassland,NULL,Wetland,NULL,Wetland,Wetland
261,Grassland,NULL,Wetland,NULL,Wetland,Forest
262,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
263,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
264,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
265,Grassland,NULL,Wetland,Water,Wetland,Grassland
266,Grassland,NULL,Wetland,Water,Wetland,Wetland
267,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
268,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
269,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
270,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
271,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
272,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
273,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
274,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
275,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
276,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
277,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
278,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
279,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
280,Grassland,NULL,Water,NULL,Water,NULL
281,Grassland,NULL,Water,NULL,Water,Grassland
282,Grassland,NULL,Water,Water,Water,Grassland
283,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
284,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
285,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
286,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
287,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
288,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
289,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
290,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
291,Grassland,NULL,Forest,Water,Non_Wetland,NULL
292,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
293,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
294,Grassland,NULL,Forest,Water,Non_Wetland,Forest
295,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
296,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
297,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
298,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
299,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
300,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
301,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
302,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
303,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
304,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
305,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
306,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
307,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
308,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
309,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
310,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
311,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
312,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
313,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
314,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
315,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
316,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
317,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
318,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
319,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
320,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
321,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
322,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
323,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
324,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
325,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
326,Grassland,Wetland,Wetland,NULL,Wetland,Forest
327,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
328,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
329,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland
330,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
331,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
332,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
333,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
334,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
335,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
336,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
337,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
338,Grassland,Wetland,Forest,Water,Non_Wetland,NULL
339,Grassland,Wetland,Forest,Water,Non_Wetland,Forest
340,Grassland,Water,NULL,NULL,Non_Wetland,Forest
341,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
342,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
343,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
344,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
345,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
346,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
347,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
348,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
349,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
350,Grassland,Water,Water,NULL,Water,Grassland
351,Grassland,Water,Water,NULL,Water,Forest
352,Grassland,Water,Forest,NULL,Non_Wetland,NULL
353,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
354,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
355,Grassland,Water,Forest,NULL,Non_Wetland,Forest
356,Grassland,Water,Forest,Water,Non_Wetland,Water
357,Grassland,Water,Forest,Water,Non_Wetland,Forest
358,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
359,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
360,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
361,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
362,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
363,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
364,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
365,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
366,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
367,Grassland,Forest,Wetland,NULL,Wetland,NULL
368,Grassland,Forest,Wetland,NULL,Wetland,Grassland
369,Grassland,Forest,Wetland,NULL,Wetland,Wetland
370,Grassland,Forest,Wetland,NULL,Wetland,Forest
371,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
372,Grassland,Forest,Wetland,Water,Wetland,Forest
373,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
374,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
375,Grassland,Forest,Water,NULL,Water,Forest
376,Grassland,Forest,Water,Water,Water,Grassland
377,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
378,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
379,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
380,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
381,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
382,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
383,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
384,Grassland,Forest,Forest,Water,Non_Wetland,Forest
385,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
386,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
387,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
388,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
389,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
390,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
391,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
392,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
393,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
394,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
395,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
396,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
397,Cropland,NULL,Wetland,NULL,Wetland,NULL
398,Cropland,NULL,Wetland,NULL,Wetland,Grassland
399,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
400,Cropland,NULL,Water,Water,Water,Wetland
401,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
402,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
403,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
404,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
405,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
406,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
407,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
408,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
409,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
410,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
411,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
412,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
413,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
414,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
415,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
416,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
417,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
418,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
419,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
420,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
421,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
422,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
423,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
424,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
425,Cropland,Wetland,Shrubland,Water,Non_Wetland,Forest
426,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
427,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
428,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
429,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
430,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
431,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
432,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
