Value,AFRICA_2024_DynamicWorld_2024_35NPJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NPJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NPJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NPJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NPJ_M_R,AFRICA_2024_WorldCover_2021_35NPJ_M_R
121,NULL,NULL,Water,NULL,Water,Forest
122,NULL,NULL,Water,Non_Water,Water,NULL
123,NULL,NULL,Water,Non_Water,Water,Grassland
124,NULL,NULL,Water,Non_Water,Water,Wetland
125,NULL,NULL,Water,Water,Water,Grassland
126,NULL,NULL,Forest,NULL,Non_Wetland,NULL
127,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
128,NULL,NULL,Forest,NULL,Non_Wetland,Cropland
129,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
130,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
131,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
132,NULL,NULL,Forest,NULL,Non_Wetland,Forest
133,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL
134,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
135,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland
136,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
137,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
138,NULL,NULL,Forest,Water,Non_Wetland,NULL
139,NULL,NULL,Forest,Water,Non_Wetland,Grassland
140,NULL,NULL,Forest,Water,Non_Wetland,Wetland
141,NULL,NULL,Forest,Water,Non_Wetland,Forest
142,NULL,Cropland,NULL,NULL,Non_Wetland,NULL
143,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland
144,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland
145,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland
146,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up
147,NULL,Cropland,NULL,NULL,Non_Wetland,Forest
148,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland
149,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland
150,NULL,Cropland,NULL,Water,Non_Wetland,Cropland
151,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
152,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
153,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
154,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland
155,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
156,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
157,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
158,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
159,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
160,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
161,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
162,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
163,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland
164,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
165,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
166,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
167,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
168,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
169,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
170,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland
171,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
172,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
173,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland
174,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
175,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
176,NULL,Cropland,Wetland,NULL,Wetland,NULL
177,NULL,Cropland,Wetland,NULL,Wetland,Grassland
178,NULL,Cropland,Wetland,NULL,Wetland,Forest
179,NULL,Cropland,Wetland,Non_Water,Wetland,NULL
180,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland
181,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
182,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
183,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
184,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
185,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
186,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
187,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
188,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
189,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
190,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
191,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
192,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
193,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland
194,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland
195,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
196,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
197,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland
198,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
199,NULL,Wetland,NULL,NULL,Non_Wetland,Cropland
200,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
201,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
202,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
203,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
204,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
205,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
206,NULL,Wetland,Shrubland,NULL,Non_Wetland,Cropland
207,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
208,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
209,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
210,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
211,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
212,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
213,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
214,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
215,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
216,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
217,NULL,Wetland,Shrubland,Water,Non_Wetland,Cropland
218,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
219,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
220,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
221,NULL,Wetland,Grassland,NULL,Non_Wetland,Cropland
222,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
223,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
224,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
225,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
226,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
227,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland
228,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
229,NULL,Wetland,Cropland,Water,Non_Wetland,Grassland
230,NULL,Wetland,Wetland,NULL,Wetland,NULL
231,NULL,Wetland,Wetland,NULL,Wetland,Grassland
232,NULL,Wetland,Wetland,NULL,Wetland,Cropland
233,NULL,Wetland,Wetland,NULL,Wetland,Wetland
234,NULL,Wetland,Wetland,NULL,Wetland,Forest
235,NULL,Wetland,Wetland,Non_Water,Wetland,NULL
236,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
237,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
238,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL
239,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
240,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
241,NULL,Wetland,Water,Non_Water,Water,Grassland
242,NULL,Wetland,Forest,NULL,Non_Wetland,NULL
243,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
244,NULL,Wetland,Forest,NULL,Non_Wetland,Cropland
245,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
246,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
247,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
248,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
249,NULL,Wetland,Forest,Water,Non_Wetland,Forest
250,NULL,Bareland,NULL,NULL,Non_Wetland,NULL
251,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
252,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
253,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
254,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
255,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland
256,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
257,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up
258,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
259,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland
260,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
261,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
262,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
263,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland
264,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
265,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
266,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
267,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
268,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
269,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
270,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
271,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
272,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
273,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
274,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
275,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
276,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
277,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
278,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
279,NULL,Built-up,Wetland,NULL,Wetland,Forest
280,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
281,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
282,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
283,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
284,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
285,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
286,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
287,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
288,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
289,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
290,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
291,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
292,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest
293,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
294,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
295,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
296,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
297,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
298,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
299,NULL,Water,NULL,NULL,Non_Wetland,Grassland
300,NULL,Water,NULL,NULL,Non_Wetland,Water
301,NULL,Water,NULL,Non_Water,Non_Wetland,NULL
302,NULL,Water,NULL,Water,Non_Wetland,Grassland
303,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
304,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
305,NULL,Water,Shrubland,NULL,Non_Wetland,Water
306,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
307,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
308,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
309,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
310,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
311,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
312,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
313,NULL,Water,Shrubland,Water,Non_Wetland,NULL
314,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
315,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
316,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
317,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
318,NULL,Water,Shrubland,Water,Non_Wetland,Water
319,NULL,Water,Shrubland,Water,Non_Wetland,Forest
320,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
321,NULL,Water,Cropland,Water,Non_Wetland,Grassland
322,NULL,Water,Cropland,Water,Non_Wetland,Bareland
323,NULL,Water,Wetland,NULL,Wetland,Grassland
324,NULL,Water,Wetland,NULL,Wetland,Forest
325,NULL,Water,Wetland,Non_Water,Wetland,NULL
326,NULL,Water,Wetland,Non_Water,Wetland,Grassland
327,NULL,Water,Wetland,Non_Water,Wetland,Forest
328,NULL,Water,Wetland,Water,Wetland,Forest
329,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
330,NULL,Water,Bareland,Water,Non_Wetland,Forest
331,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
332,NULL,Water,Water,NULL,Water,Grassland
333,NULL,Water,Water,Water,Water,Grassland
334,NULL,Water,Forest,NULL,Non_Wetland,NULL
335,NULL,Water,Forest,NULL,Non_Wetland,Grassland
336,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
337,NULL,Water,Forest,Water,Non_Wetland,Grassland
338,NULL,Forest,NULL,NULL,Non_Wetland,NULL
339,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
340,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
341,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
342,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
343,NULL,Forest,NULL,NULL,Non_Wetland,Forest
344,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
345,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
346,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
347,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
348,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
349,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
350,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
351,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
352,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
353,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
354,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
355,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland
356,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
357,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
358,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
359,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
360,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
361,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
362,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
363,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
364,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
365,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
366,NULL,Forest,Wetland,NULL,Wetland,NULL
367,NULL,Forest,Wetland,NULL,Wetland,Grassland
368,NULL,Forest,Wetland,NULL,Wetland,Wetland
369,NULL,Forest,Wetland,NULL,Wetland,Forest
370,NULL,Forest,Wetland,Non_Water,Wetland,NULL
371,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
372,NULL,Forest,Wetland,Water,Wetland,NULL
373,NULL,Forest,Wetland,Water,Wetland,Wetland
374,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
375,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
376,NULL,Forest,Forest,NULL,Non_Wetland,NULL
377,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
378,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
379,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
380,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
381,NULL,Forest,Forest,NULL,Non_Wetland,Forest
382,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
383,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
384,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
385,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
386,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
387,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
388,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL
389,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
390,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
392,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
393,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
394,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
395,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
396,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
397,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
398,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
399,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
400,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
401,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
402,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
403,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL
404,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
405,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
406,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
407,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
408,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
409,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
410,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
411,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
412,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
413,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
414,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
415,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
416,Grassland,NULL,Wetland,NULL,Wetland,NULL
417,Grassland,NULL,Wetland,NULL,Wetland,Grassland
418,Grassland,NULL,Wetland,NULL,Wetland,Cropland
419,Grassland,NULL,Wetland,NULL,Wetland,Wetland
420,Grassland,NULL,Wetland,NULL,Wetland,Forest
421,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
422,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
423,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
424,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
425,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
