Value,SIBERIA_2024_ESRI_Annual_LULC_2024_43VFG_M_R,SIBERIA_2024_GLC_FCS30D_2022_43VFG_M_R,SIBERIA_2024_GSW_Yearly_2021_43VFG_M_R,SIBERIA_2024_GWL_FCS30D_2022_43VFG_M_R,SIBERIA_2024_WorldCover_2021_43VFG_M_R
596,Forest,Water,Non_Water,Water,Water
597,Forest,Water,Non_Water,Water,Forest
598,Forest,Water,Water,Water,Grassland
599,Forest,Water,Water,Water,Wetland
600,Forest,Water,Water,Water,Water
601,Forest,Water,Water,Water,Forest
602,Forest,Forest,NULL,Non_Wetland,NULL
603,Forest,Forest,NULL,Non_Wetland,Grassland
604,Forest,Forest,NULL,Non_Wetland,Wetland
605,Forest,Forest,NULL,Non_Wetland,Lichens_and_Mosses
606,Forest,Forest,NULL,Non_Wetland,Bareland
607,Forest,Forest,NULL,Non_Wetland,Built-up
608,Forest,Forest,NULL,Non_Wetland,Water
609,Forest,Forest,NULL,Non_Wetland,Forest
610,Forest,Forest,Non_Water,Non_Wetland,NULL
611,Forest,Forest,Non_Water,Non_Wetland,Grassland
612,Forest,Forest,Non_Water,Non_Wetland,Wetland
613,Forest,Forest,Non_Water,Non_Wetland,Water
614,Forest,Forest,Non_Water,Non_Wetland,Forest
615,Forest,Forest,Water,Non_Wetland,Grassland
616,Forest,Forest,Water,Non_Wetland,Wetland
617,Forest,Forest,Water,Non_Wetland,Water
618,Forest,Forest,Water,Non_Wetland,Forest
