Value,SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,SIBERIA_2024_WorldCover_2021_42WWB_M_R
107,NULL,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
108,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland
109,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water
110,NULL,NULL,Built-up,Water,Non_Wetland,Grassland
111,NULL,NULL,Built-up,Water,Non_Wetland,Wetland
112,NULL,NULL,Built-up,Water,Non_Wetland,Lichens_and_Mosses
113,NULL,NULL,Built-up,Water,Non_Wetland,Water
114,NULL,NULL,Water,NULL,Water,Grassland
115,NULL,NULL,Water,NULL,Water,Wetland
116,NULL,NULL,Water,NULL,Water,Lichens_and_Mosses
117,NULL,NULL,Water,NULL,Water,Water
118,NULL,NULL,Water,NULL,Water,Forest
119,NULL,NULL,Water,Non_Water,Water,Grassland
120,NULL,NULL,Water,Non_Water,Water,Wetland
121,NULL,NULL,Water,Non_Water,Water,Lichens_and_Mosses
122,NULL,NULL,Water,Non_Water,Water,Bareland
123,NULL,NULL,Water,Non_Water,Water,Water
124,NULL,NULL,Water,Water,Water,Grassland
125,NULL,NULL,Water,Water,Water,Wetland
126,NULL,NULL,Water,Water,Water,Lichens_and_Mosses
127,NULL,NULL,Water,Water,Water,Bareland
128,NULL,NULL,Water,Water,Water,Water
129,NULL,NULL,Water,Water,Water,Forest
130,NULL,NULL,Forest,NULL,Non_Wetland,Grassland
131,NULL,NULL,Forest,NULL,Non_Wetland,Wetland
132,NULL,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
133,NULL,NULL,Forest,NULL,Non_Wetland,Bareland
134,NULL,NULL,Forest,NULL,Non_Wetland,Built-up
135,NULL,NULL,Forest,NULL,Non_Wetland,Water
136,NULL,NULL,Forest,NULL,Non_Wetland,Forest
137,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland
138,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland
139,NULL,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
140,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland
141,NULL,NULL,Forest,Non_Water,Non_Wetland,Water
142,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest
143,NULL,NULL,Forest,Water,Non_Wetland,Grassland
144,NULL,NULL,Forest,Water,Non_Wetland,Wetland
145,NULL,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
146,NULL,NULL,Forest,Water,Non_Wetland,Bareland
147,NULL,NULL,Forest,Water,Non_Wetland,Water
148,NULL,NULL,Forest,Water,Non_Wetland,Forest
149,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
150,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland
151,NULL,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
152,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland
153,NULL,Wetland,NULL,NULL,Non_Wetland,Water
154,NULL,Wetland,NULL,NULL,Non_Wetland,Forest
155,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland
156,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland
157,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland
158,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water
159,NULL,Wetland,NULL,Water,Non_Wetland,Grassland
160,NULL,Wetland,NULL,Water,Non_Wetland,Wetland
161,NULL,Wetland,NULL,Water,Non_Wetland,Bareland
162,NULL,Wetland,NULL,Water,Non_Wetland,Water
163,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
164,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
165,NULL,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
166,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
167,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up
168,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
169,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
170,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
171,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
172,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
173,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
174,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water
175,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
176,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
177,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
178,NULL,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
179,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland
180,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
181,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
182,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
183,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland
184,NULL,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
185,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland
186,NULL,Wetland,Grassland,NULL,Non_Wetland,Built-up
187,NULL,Wetland,Grassland,NULL,Non_Wetland,Water
188,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest
189,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
190,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
191,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
192,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
193,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Built-up
194,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water
195,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Forest
196,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland
197,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland
198,NULL,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
199,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland
200,NULL,Wetland,Grassland,Water,Non_Wetland,Water
201,NULL,Wetland,Grassland,Water,Non_Wetland,Forest
202,NULL,Wetland,Wetland,NULL,NULL,Wetland
203,NULL,Wetland,Wetland,NULL,NULL,Water
204,NULL,Wetland,Wetland,NULL,Wetland,Grassland
205,NULL,Wetland,Wetland,NULL,Wetland,Wetland
206,NULL,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
207,NULL,Wetland,Wetland,NULL,Wetland,Bareland
208,NULL,Wetland,Wetland,NULL,Wetland,Water
209,NULL,Wetland,Wetland,NULL,Wetland,Forest
210,NULL,Wetland,Wetland,Non_Water,NULL,Water
211,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland
212,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland
213,NULL,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
214,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland
215,NULL,Wetland,Wetland,Non_Water,Wetland,Water
216,NULL,Wetland,Wetland,Non_Water,Wetland,Forest
217,NULL,Wetland,Wetland,Water,NULL,Wetland
218,NULL,Wetland,Wetland,Water,NULL,Water
219,NULL,Wetland,Wetland,Water,Wetland,Grassland
220,NULL,Wetland,Wetland,Water,Wetland,Wetland
221,NULL,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
222,NULL,Wetland,Wetland,Water,Wetland,Bareland
223,NULL,Wetland,Wetland,Water,Wetland,Water
224,NULL,Wetland,Wetland,Water,Wetland,Forest
225,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
226,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
227,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
228,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
229,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
230,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
231,NULL,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
232,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
233,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
234,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
235,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
236,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
237,NULL,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
238,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
239,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
240,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
241,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
242,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Built-up
243,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
244,NULL,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
245,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland
246,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland
247,NULL,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
248,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
249,NULL,Wetland,Bareland,NULL,Non_Wetland,Built-up
250,NULL,Wetland,Bareland,NULL,Non_Wetland,Water
251,NULL,Wetland,Bareland,NULL,Non_Wetland,Forest
252,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
253,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
254,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
255,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
256,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Built-up
257,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water
258,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Forest
259,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland
260,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland
261,NULL,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
262,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland
263,NULL,Wetland,Bareland,Water,Non_Wetland,Built-up
264,NULL,Wetland,Bareland,Water,Non_Wetland,Water
265,NULL,Wetland,Bareland,Water,Non_Wetland,Forest
266,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland
267,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland
268,NULL,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
269,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland
270,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up
271,NULL,Wetland,Built-up,NULL,Non_Wetland,Water
272,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
273,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
274,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
275,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Bareland
276,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Water
277,NULL,Wetland,Built-up,Water,Non_Wetland,Grassland
278,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland
279,NULL,Wetland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
280,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland
281,NULL,Wetland,Built-up,Water,Non_Wetland,Built-up
282,NULL,Wetland,Built-up,Water,Non_Wetland,Water
283,NULL,Wetland,Water,NULL,Water,Grassland
284,NULL,Wetland,Water,NULL,Water,Wetland
285,NULL,Wetland,Water,NULL,Water,Lichens_and_Mosses
286,NULL,Wetland,Water,NULL,Water,Bareland
287,NULL,Wetland,Water,NULL,Water,Water
288,NULL,Wetland,Water,NULL,Water,Forest
289,NULL,Wetland,Water,Non_Water,Water,Grassland
290,NULL,Wetland,Water,Non_Water,Water,Wetland
291,NULL,Wetland,Water,Non_Water,Water,Lichens_and_Mosses
292,NULL,Wetland,Water,Non_Water,Water,Bareland
293,NULL,Wetland,Water,Non_Water,Water,Water
294,NULL,Wetland,Water,Non_Water,Water,Forest
295,NULL,Wetland,Water,Water,NULL,Wetland
296,NULL,Wetland,Water,Water,NULL,Water
297,NULL,Wetland,Water,Water,Water,Grassland
298,NULL,Wetland,Water,Water,Water,Wetland
299,NULL,Wetland,Water,Water,Water,Lichens_and_Mosses
300,NULL,Wetland,Water,Water,Water,Bareland
301,NULL,Wetland,Water,Water,Water,Water
302,NULL,Wetland,Water,Water,Water,Forest
303,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland
304,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland
305,NULL,Wetland,Forest,NULL,Non_Wetland,Lichens_and_Mosses
306,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland
307,NULL,Wetland,Forest,NULL,Non_Wetland,Built-up
308,NULL,Wetland,Forest,NULL,Non_Wetland,Water
309,NULL,Wetland,Forest,NULL,Non_Wetland,Forest
310,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland
311,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland
312,NULL,Wetland,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
313,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland
314,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water
315,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest
316,NULL,Wetland,Forest,Water,Non_Wetland,Grassland
317,NULL,Wetland,Forest,Water,Non_Wetland,Wetland
318,NULL,Wetland,Forest,Water,Non_Wetland,Lichens_and_Mosses
319,NULL,Wetland,Forest,Water,Non_Wetland,Bareland
320,NULL,Wetland,Forest,Water,Non_Wetland,Water
321,NULL,Wetland,Forest,Water,Non_Wetland,Forest
322,NULL,Bareland,NULL,NULL,Non_Wetland,Wetland
323,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
324,NULL,Bareland,Shrubland,NULL,Non_Wetland,Wetland
325,NULL,Bareland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
326,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
327,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
328,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
329,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
330,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Water
331,NULL,Bareland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
332,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland
333,NULL,Bareland,Shrubland,Water,Non_Wetland,Water
334,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
335,NULL,Bareland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
336,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland
337,NULL,Bareland,Wetland,NULL,Wetland,Grassland
338,NULL,Bareland,Wetland,NULL,Wetland,Wetland
339,NULL,Bareland,Wetland,NULL,Wetland,Lichens_and_Mosses
340,NULL,Bareland,Wetland,NULL,Wetland,Bareland
341,NULL,Bareland,Wetland,NULL,Wetland,Water
342,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland
343,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland
344,NULL,Bareland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
345,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland
346,NULL,Bareland,Wetland,Non_Water,Wetland,Water
347,NULL,Bareland,Wetland,Water,Wetland,Wetland
348,NULL,Bareland,Wetland,Water,Wetland,Lichens_and_Mosses
349,NULL,Bareland,Wetland,Water,Wetland,Bareland
350,NULL,Bareland,Wetland,Water,Wetland,Water
351,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
352,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
353,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
354,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
355,NULL,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water
356,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
357,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
358,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
359,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
360,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
361,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
362,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
363,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
364,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
365,NULL,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water
366,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
367,NULL,Bareland,Bareland,NULL,Non_Wetland,Wetland
368,NULL,Bareland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
369,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
370,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
371,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
372,NULL,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
373,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
374,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
375,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
376,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
377,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Water
378,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
379,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
380,NULL,Bareland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
381,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
382,NULL,Bareland,Bareland,Water,Non_Wetland,Water
383,NULL,Bareland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
384,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
385,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
386,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Water
387,NULL,Bareland,Built-up,Water,Non_Wetland,Lichens_and_Mosses
388,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
389,NULL,Bareland,Built-up,Water,Non_Wetland,Water
390,NULL,Bareland,Water,NULL,Water,Grassland
391,NULL,Bareland,Water,NULL,Water,Wetland
392,NULL,Bareland,Water,NULL,Water,Lichens_and_Mosses
393,NULL,Bareland,Water,NULL,Water,Bareland
394,NULL,Bareland,Water,NULL,Water,Water
395,NULL,Bareland,Water,Non_Water,Water,Grassland
396,NULL,Bareland,Water,Non_Water,Water,Wetland
397,NULL,Bareland,Water,Non_Water,Water,Lichens_and_Mosses
398,NULL,Bareland,Water,Non_Water,Water,Bareland
399,NULL,Bareland,Water,Non_Water,Water,Water
400,NULL,Bareland,Water,Water,Water,Grassland
401,NULL,Bareland,Water,Water,Water,Wetland
402,NULL,Bareland,Water,Water,Water,Lichens_and_Mosses
403,NULL,Bareland,Water,Water,Water,Bareland
404,NULL,Bareland,Water,Water,Water,Water
405,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
406,NULL,Bareland,Forest,NULL,Non_Wetland,Wetland
407,NULL,Bareland,Forest,NULL,Non_Wetland,Water
408,NULL,Bareland,Forest,Non_Water,Non_Wetland,Wetland
