Value,SIBERIA_2024_ESRI_Annual_LULC_2024_45WWV_M_R,SIBERIA_2024_GLC_FCS30D_2022_45WWV_M_R,SIBERIA_2024_GSW_Yearly_2021_45WWV_M_R,SIBERIA_2024_GWL_FCS30D_2022_45WWV_M_R,SIBERIA_2024_WorldCover_2021_45WWV_M_R
0,NULL,NULL,NULL,Non_Wetland,NULL
1,NULL,NULL,NULL,Non_Wetland,Grassland
2,NULL,NULL,NULL,Non_Wetland,Wetland
3,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
4,NULL,NULL,NULL,Non_Wetland,Water
5,NULL,NULL,Non_Water,Non_Wetland,Grassland
6,NULL,NULL,Non_Water,Non_Wetland,Wetland
7,NULL,NULL,Non_Water,Non_Wetland,Water
8,NULL,NULL,Water,Non_Wetland,Grassland
9,NULL,NULL,Water,Non_Wetland,Wetland
10,NULL,NULL,Water,Non_Wetland,Lichens_and_Mosses
11,NULL,NULL,Water,Non_Wetland,Water
12,NULL,Shrubland,NULL,Non_Wetland,NULL
13,NULL,Shrubland,NULL,Non_Wetland,Grassland
14,NULL,Shrubland,NULL,Non_Wetland,Wetland
15,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
16,NULL,Shrubland,NULL,Non_Wetland,Bareland
17,NULL,Shrubland,NULL,Non_Wetland,Water
18,NULL,Shrubland,NULL,Non_Wetland,Forest
19,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
20,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
21,NULL,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
22,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
23,NULL,Shrubland,Non_Water,Non_Wetland,Water
24,NULL,Shrubland,Non_Water,Non_Wetland,Forest
25,NULL,Shrubland,Water,Non_Wetland,Grassland
26,NULL,Shrubland,Water,Non_Wetland,Wetland
27,NULL,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
28,NULL,Shrubland,Water,Non_Wetland,Bareland
29,NULL,Shrubland,Water,Non_Wetland,Water
30,NULL,Shrubland,Water,Non_Wetland,Forest
31,NULL,Grassland,NULL,Non_Wetland,Grassland
32,NULL,Grassland,NULL,Non_Wetland,Wetland
33,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
34,NULL,Grassland,NULL,Non_Wetland,Bareland
35,NULL,Grassland,NULL,Non_Wetland,Water
36,NULL,Grassland,NULL,Non_Wetland,Forest
37,NULL,Grassland,Non_Water,Non_Wetland,Grassland
38,NULL,Grassland,Non_Water,Non_Wetland,Wetland
39,NULL,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
40,NULL,Grassland,Non_Water,Non_Wetland,Bareland
41,NULL,Grassland,Non_Water,Non_Wetland,Water
42,NULL,Grassland,Non_Water,Non_Wetland,Forest
43,NULL,Grassland,Water,Non_Wetland,Grassland
44,NULL,Grassland,Water,Non_Wetland,Wetland
45,NULL,Grassland,Water,Non_Wetland,Lichens_and_Mosses
46,NULL,Grassland,Water,Non_Wetland,Bareland
47,NULL,Grassland,Water,Non_Wetland,Water
48,NULL,Grassland,Water,Non_Wetland,Forest
49,NULL,Wetland,NULL,Wetland,NULL
50,NULL,Wetland,NULL,Wetland,Grassland
51,NULL,Wetland,NULL,Wetland,Wetland
52,NULL,Wetland,NULL,Wetland,Lichens_and_Mosses
53,NULL,Wetland,NULL,Wetland,Bareland
54,NULL,Wetland,NULL,Wetland,Water
55,NULL,Wetland,NULL,Wetland,Forest
56,NULL,Wetland,Non_Water,Wetland,Grassland
57,NULL,Wetland,Non_Water,Wetland,Wetland
58,NULL,Wetland,Non_Water,Wetland,Lichens_and_Mosses
59,NULL,Wetland,Non_Water,Wetland,Bareland
60,NULL,Wetland,Non_Water,Wetland,Water
61,NULL,Wetland,Non_Water,Wetland,Forest
62,NULL,Wetland,Water,Wetland,Grassland
63,NULL,Wetland,Water,Wetland,Wetland
64,NULL,Wetland,Water,Wetland,Lichens_and_Mosses
65,NULL,Wetland,Water,Wetland,Bareland
66,NULL,Wetland,Water,Wetland,Water
67,NULL,Wetland,Water,Wetland,Forest
68,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
69,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
70,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
71,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
72,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water
73,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
74,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
75,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
76,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
77,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
78,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
79,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
80,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
81,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
82,NULL,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
83,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
84,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water
85,NULL,Lichens_and_Mosses,Water,Non_Wetland,Forest
86,NULL,Bareland,NULL,Non_Wetland,NULL
87,NULL,Bareland,NULL,Non_Wetland,Grassland
88,NULL,Bareland,NULL,Non_Wetland,Wetland
89,NULL,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
90,NULL,Bareland,NULL,Non_Wetland,Bareland
91,NULL,Bareland,NULL,Non_Wetland,Water
92,NULL,Bareland,NULL,Non_Wetland,Forest
93,NULL,Bareland,Non_Water,Non_Wetland,Grassland
94,NULL,Bareland,Non_Water,Non_Wetland,Wetland
95,NULL,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
96,NULL,Bareland,Non_Water,Non_Wetland,Bareland
97,NULL,Bareland,Non_Water,Non_Wetland,Water
98,NULL,Bareland,Non_Water,Non_Wetland,Forest
99,NULL,Bareland,Water,Non_Wetland,Grassland
100,NULL,Bareland,Water,Non_Wetland,Wetland
101,NULL,Bareland,Water,Non_Wetland,Lichens_and_Mosses
102,NULL,Bareland,Water,Non_Wetland,Bareland
103,NULL,Bareland,Water,Non_Wetland,Water
104,NULL,Bareland,Water,Non_Wetland,Forest
105,NULL,Built-up,NULL,Non_Wetland,Grassland
106,NULL,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
107,NULL,Built-up,NULL,Non_Wetland,Bareland
108,NULL,Built-up,NULL,Non_Wetland,Water
109,NULL,Built-up,Non_Water,Non_Wetland,Lichens_and_Mosses
110,NULL,Built-up,Water,Non_Wetland,Grassland
111,NULL,Water,NULL,Water,Grassland
112,NULL,Water,NULL,Water,Wetland
113,NULL,Water,NULL,Water,Lichens_and_Mosses
114,NULL,Water,NULL,Water,Water
115,NULL,Water,NULL,Water,Forest
116,NULL,Water,Non_Water,Water,Grassland
117,NULL,Water,Non_Water,Water,Wetland
118,NULL,Water,Non_Water,Water,Lichens_and_Mosses
119,NULL,Water,Non_Water,Water,Bareland
120,NULL,Water,Non_Water,Water,Water
121,NULL,Water,Non_Water,Water,Forest
122,NULL,Water,Water,Water,Grassland
123,NULL,Water,Water,Water,Wetland
124,NULL,Water,Water,Water,Lichens_and_Mosses
125,NULL,Water,Water,Water,Bareland
126,NULL,Water,Water,Water,Water
127,NULL,Water,Water,Water,Forest
128,NULL,Forest,NULL,Non_Wetland,Grassland
129,NULL,Forest,NULL,Non_Wetland,Wetland
130,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
131,NULL,Forest,NULL,Non_Wetland,Water
132,NULL,Forest,NULL,Non_Wetland,Forest
133,NULL,Forest,Non_Water,Non_Wetland,Grassland
134,NULL,Forest,Non_Water,Non_Wetland,Wetland
135,NULL,Forest,Non_Water,Non_Wetland,Lichens_and_Mosses
136,NULL,Forest,Non_Water,Non_Wetland,Water
137,NULL,Forest,Non_Water,Non_Wetland,Forest
138,NULL,Forest,Water,Non_Wetland,Grassland
139,NULL,Forest,Water,Non_Wetland,Wetland
140,NULL,Forest,Water,Non_Wetland,Lichens_and_Mosses
141,NULL,Forest,Water,Non_Wetland,Water
142,NULL,Forest,Water,Non_Wetland,Forest
143,Wetland,NULL,NULL,Non_Wetland,NULL
144,Wetland,NULL,NULL,Non_Wetland,Grassland
145,Wetland,NULL,NULL,Non_Wetland,Wetland
146,Wetland,NULL,NULL,Non_Wetland,Lichens_and_Mosses
147,Wetland,NULL,NULL,Non_Wetland,Water
148,Wetland,NULL,Non_Water,Non_Wetland,Grassland
149,Wetland,NULL,Non_Water,Non_Wetland,Wetland
150,Wetland,NULL,Non_Water,Non_Wetland,Water
151,Wetland,NULL,Non_Water,Non_Wetland,Forest
152,Wetland,NULL,Water,Non_Wetland,Grassland
153,Wetland,NULL,Water,Non_Wetland,Wetland
154,Wetland,NULL,Water,Non_Wetland,Lichens_and_Mosses
155,Wetland,NULL,Water,Non_Wetland,Water
156,Wetland,NULL,Water,Non_Wetland,Forest
157,Wetland,Shrubland,NULL,Non_Wetland,NULL
158,Wetland,Shrubland,NULL,Non_Wetland,Grassland
159,Wetland,Shrubland,NULL,Non_Wetland,Wetland
160,Wetland,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
161,Wetland,Shrubland,NULL,Non_Wetland,Bareland
162,Wetland,Shrubland,NULL,Non_Wetland,Water
163,Wetland,Shrubland,NULL,Non_Wetland,Forest
164,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
165,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
166,Wetland,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
167,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
168,Wetland,Shrubland,Non_Water,Non_Wetland,Water
169,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
170,Wetland,Shrubland,Water,Non_Wetland,Grassland
171,Wetland,Shrubland,Water,Non_Wetland,Wetland
172,Wetland,Shrubland,Water,Non_Wetland,Lichens_and_Mosses
173,Wetland,Shrubland,Water,Non_Wetland,Bareland
174,Wetland,Shrubland,Water,Non_Wetland,Water
175,Wetland,Shrubland,Water,Non_Wetland,Forest
176,Wetland,Grassland,NULL,Non_Wetland,Grassland
177,Wetland,Grassland,NULL,Non_Wetland,Wetland
178,Wetland,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
179,Wetland,Grassland,NULL,Non_Wetland,Bareland
180,Wetland,Grassland,NULL,Non_Wetland,Water
181,Wetland,Grassland,NULL,Non_Wetland,Forest
182,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
183,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
184,Wetland,Grassland,Non_Water,Non_Wetland,Lichens_and_Mosses
185,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
186,Wetland,Grassland,Non_Water,Non_Wetland,Water
187,Wetland,Grassland,Non_Water,Non_Wetland,Forest
188,Wetland,Grassland,Water,Non_Wetland,Grassland
189,Wetland,Grassland,Water,Non_Wetland,Wetland
190,Wetland,Grassland,Water,Non_Wetland,Lichens_and_Mosses
191,Wetland,Grassland,Water,Non_Wetland,Bareland
192,Wetland,Grassland,Water,Non_Wetland,Water
193,Wetland,Grassland,Water,Non_Wetland,Forest
194,Wetland,Wetland,NULL,Wetland,NULL
195,Wetland,Wetland,NULL,Wetland,Grassland
196,Wetland,Wetland,NULL,Wetland,Wetland
197,Wetland,Wetland,NULL,Wetland,Lichens_and_Mosses
198,Wetland,Wetland,NULL,Wetland,Bareland
199,Wetland,Wetland,NULL,Wetland,Water
200,Wetland,Wetland,NULL,Wetland,Forest
201,Wetland,Wetland,Non_Water,Wetland,Grassland
202,Wetland,Wetland,Non_Water,Wetland,Wetland
203,Wetland,Wetland,Non_Water,Wetland,Lichens_and_Mosses
204,Wetland,Wetland,Non_Water,Wetland,Bareland
205,Wetland,Wetland,Non_Water,Wetland,Water
206,Wetland,Wetland,Non_Water,Wetland,Forest
207,Wetland,Wetland,Water,Wetland,Grassland
208,Wetland,Wetland,Water,Wetland,Wetland
209,Wetland,Wetland,Water,Wetland,Lichens_and_Mosses
210,Wetland,Wetland,Water,Wetland,Bareland
211,Wetland,Wetland,Water,Wetland,Water
212,Wetland,Wetland,Water,Wetland,Forest
213,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
214,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
215,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Lichens_and_Mosses
216,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
217,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Water
218,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
219,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
220,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
221,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Lichens_and_Mosses
222,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
223,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water
224,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Grassland
225,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
226,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Lichens_and_Mosses
227,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
228,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Water
229,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Forest
230,Wetland,Bareland,NULL,Non_Wetland,NULL
231,Wetland,Bareland,NULL,Non_Wetland,Grassland
232,Wetland,Bareland,NULL,Non_Wetland,Wetland
233,Wetland,Bareland,NULL,Non_Wetland,Lichens_and_Mosses
234,Wetland,Bareland,NULL,Non_Wetland,Bareland
235,Wetland,Bareland,NULL,Non_Wetland,Water
236,Wetland,Bareland,NULL,Non_Wetland,Forest
237,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
238,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
239,Wetland,Bareland,Non_Water,Non_Wetland,Lichens_and_Mosses
240,Wetland,Bareland,Non_Water,Non_Wetland,Bareland
241,Wetland,Bareland,Non_Water,Non_Wetland,Water
242,Wetland,Bareland,Non_Water,Non_Wetland,Forest
243,Wetland,Bareland,Water,Non_Wetland,Grassland
244,Wetland,Bareland,Water,Non_Wetland,Wetland
245,Wetland,Bareland,Water,Non_Wetland,Lichens_and_Mosses
246,Wetland,Bareland,Water,Non_Wetland,Bareland
247,Wetland,Bareland,Water,Non_Wetland,Water
248,Wetland,Bareland,Water,Non_Wetland,Forest
249,Wetland,Built-up,NULL,Non_Wetland,Grassland
250,Wetland,Built-up,NULL,Non_Wetland,Wetland
251,Wetland,Built-up,NULL,Non_Wetland,Lichens_and_Mosses
